match_id,date,venue,team_a,team_b,team_a_players_total,team_a_players_known,team_a_coverage,team_b_players_total,team_b_players_known,team_b_coverage,total_players,known_players,total_coverage,tier,tier_num,match_type,gender,event,has_outcome
1044203,2016-09-18,Rangiri Dambulla International Stadium,Australia,Sri Lanka,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODI,female,Australia Women in Sri Lanka ODI Series,True
1044209,2016-09-25,Khettarama Stadium,Australia,Sri Lanka,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODI,female,ICC Women's Championship,True
1050223,2016-09-30,Sharjah Cricket Stadium,Pakistan,West Indies,11,11,100.0,11,11,100.0,22,22,100.0,Tier 1 - Excellent,1,ODI,male,Pakistan v West Indies ODI Series,True
1050225,2016-10-02,Sharjah Cricket Stadium,Pakistan,West Indies,11,11,100.0,11,11,100.0,22,22,100.0,Tier 1 - Excellent,1,ODI,male,Pakistan v West Indies ODI Series,True
1050227,2016-10-05,Sheikh Zayed Stadium,Pakistan,West Indies,11,11,100.0,11,11,100.0,22,22,100.0,Tier 1 - Excellent,1,ODI,male,Pakistan v West Indies ODI Series,True
1050607,2016-11-11,Bert Sutcliffe Oval,New Zealand,Pakistan,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODI,female,Pakistan Women in New Zealand ODI Series,True
1050609,2016-11-13,Bert Sutcliffe Oval,New Zealand,Pakistan,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODI,female,ICC Women's Championship,True
1050611,2016-11-17,Saxton Oval,New Zealand,Pakistan,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODI,female,ICC Women's Championship,True
1050623,2017-02-26,Eden Park No 2,Australia,New Zealand,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODI,female,Rose Bowl,True
1050625,2017-03-02,Bay Oval,Australia,New Zealand,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODI,female,Rose Bowl,True
1050627,2017-03-05,Bay Oval,Australia,New Zealand,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODI,female,Rose Bowl,True
1059195,2016-11-15,R Premadasa Stadium,England,Sri Lanka,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODI,female,ICC Women's Championship,True
1059196,2016-11-17,R Premadasa Stadium,England,Sri Lanka,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODI,female,ICC Women's Championship,True
1059710,2016-11-14,Harare Sports Club,Sri Lanka,Zimbabwe,11,11,100.0,11,10,90.9,22,21,95.5,Tier 1 - Excellent,1,ODI,male,Zimbabwe Tri-Nation Series,True
1059711,2016-11-16,Harare Sports Club,Sri Lanka,West Indies,11,11,100.0,11,11,100.0,22,22,100.0,Tier 1 - Excellent,1,ODI,male,Zimbabwe Tri-Nation Series,True
1059712,2016-11-19,Queens Sports Club,West Indies,Zimbabwe,11,11,100.0,11,11,100.0,22,22,100.0,Tier 1 - Excellent,1,ODI,male,Zimbabwe Tri-Nation Series,True
1059713,2016-11-21,Queens Sports Club,Sri Lanka,Zimbabwe,11,11,100.0,11,11,100.0,22,22,100.0,Tier 1 - Excellent,1,ODI,male,Zimbabwe Tri-Nation Series,True
1059714,2016-11-23,Queens Sports Club,Sri Lanka,West Indies,11,11,100.0,11,11,100.0,22,22,100.0,Tier 1 - Excellent,1,ODI,male,Zimbabwe Tri-Nation Series,True
1059715,2016-11-25,Queens Sports Club,West Indies,Zimbabwe,11,10,90.9,11,11,100.0,22,21,95.5,Tier 1 - Excellent,1,ODI,male,Zimbabwe Tri-Nation Series,True
1059716,2016-11-27,Queens Sports Club,Sri Lanka,Zimbabwe,11,11,100.0,11,10,90.9,22,21,95.5,Tier 1 - Excellent,1,ODI,male,Zimbabwe Tri-Nation Series,True
1062498,2016-10-29,"Wright Cricket Field, Woodley Park",Denmark,Italy,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062500,2016-10-30,"Severn Cricket Field, Woodley Park",Bermuda,Oman,11,1,9.1,11,4,36.4,22,5,22.7,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062501,2016-10-30,"Wright Cricket Field, Woodley Park",Denmark,Jersey,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062502,2016-10-30,"Wong Cricket Field, Woodley Park",Italy,United States of America,11,0,0.0,11,2,18.2,22,2,9.1,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062503,2016-11-01,"Severn Cricket Field, Woodley Park",Italy,Jersey,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062504,2016-11-01,"Wright Cricket Field, Woodley Park",Oman,United States of America,11,4,36.4,11,2,18.2,22,6,27.3,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062505,2016-11-01,"Wong Cricket Field, Woodley Park",Bermuda,Denmark,11,1,9.1,11,0,0.0,22,1,4.5,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062506,2016-11-02,"Severn Cricket Field, Woodley Park",Denmark,United States of America,11,0,0.0,11,2,18.2,22,2,9.1,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062507,2016-11-02,"Wright Cricket Field, Woodley Park",Bermuda,Jersey,11,1,9.1,11,0,0.0,22,1,4.5,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062508,2016-11-02,"Wong Cricket Field, Woodley Park",Italy,Oman,11,0,0.0,11,4,36.4,22,4,18.2,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062509,2016-11-04,"Severn Cricket Field, Woodley Park",Denmark,Oman,11,0,0.0,11,4,36.4,22,4,18.2,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062510,2016-11-04,"Wright Cricket Field, Woodley Park",Bermuda,Italy,11,1,9.1,11,0,0.0,22,1,4.5,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062511,2016-11-04,"Wong Cricket Field, Woodley Park",Jersey,United States of America,11,0,0.0,11,1,9.1,22,1,4.5,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062512,2016-11-05,"Wright Cricket Field, Woodley Park",Bermuda,Denmark,11,1,9.1,11,0,0.0,22,1,4.5,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062514,2016-11-05,"Severn Cricket Field, Woodley Park",Oman,United States of America,11,4,36.4,11,2,18.2,22,6,27.3,Tier 4 - Poor,4,ODM,male,ICC World Cricket League Division Four,True
1062580,2016-11-09,Sinhalese Sports Club Ground,England,Sri Lanka,11,0,0.0,11,0,0.0,22,0,0.0,Tier 4 - Poor,4,ODI,female,England Women in Sri Lanka ODI Series,True
1068430 (2),2017-04-27,"County Ground, Northampton",Northamptonshire,Warwickshire,11,1,9.1,11,5,45.5,22,6,27.3,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068430,2017-04-27,"County Ground, Northampton",Northamptonshire,Warwickshire,11,1,9.1,11,5,45.5,22,6,27.3,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068431 (2),2017-04-27,"Lord's, London",Middlesex,Sussex,11,5,45.5,11,4,36.4,22,9,40.9,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068431,2017-04-27,"Lord's, London",Middlesex,Sussex,11,5,45.5,11,4,36.4,22,9,40.9,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068432 (2),2017-04-27,"County Ground, New Road, Worcester",Nottinghamshire,Worcestershire,11,7,63.6,11,2,18.2,22,9,40.9,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068432,2017-04-27,"County Ground, New Road, Worcester",Nottinghamshire,Worcestershire,11,7,63.6,11,2,18.2,22,9,40.9,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068433 (2),2017-04-27,"County Ground, Bristol",Glamorgan,Gloucestershire,11,2,18.2,11,0,0.0,22,2,9.1,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068433,2017-04-27,"County Ground, Bristol",Glamorgan,Gloucestershire,11,2,18.2,11,0,0.0,22,2,9.1,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068434 (2),2017-04-27,"St Lawrence Ground, Canterbury",Kent,Hampshire,11,3,27.3,11,4,36.4,22,7,31.8,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068434,2017-04-27,"St Lawrence Ground, Canterbury",Kent,Hampshire,11,3,27.3,11,4,36.4,22,7,31.8,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068435 (2),2017-04-27,"Riverside Ground, Chester-le-Street",Durham,Derbyshire,11,1,9.1,11,2,18.2,22,3,13.6,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068435,2017-04-27,"Riverside Ground, Chester-le-Street",Durham,Derbyshire,11,1,9.1,11,2,18.2,22,3,13.6,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068436 (2),2017-04-28,"Old Trafford, Manchester",Lancashire,Leicestershire,11,3,27.3,11,0,0.0,22,3,13.6,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068436,2017-04-28,"Old Trafford, Manchester",Lancashire,Leicestershire,11,3,27.3,11,0,0.0,22,3,13.6,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068437 (2),2017-04-28,"County Ground, Taunton",Surrey,Somerset,11,4,36.4,11,2,18.2,22,6,27.3,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
1068437,2017-04-28,"County Ground, Taunton",Surrey,Somerset,11,4,36.4,11,2,18.2,22,6,27.3,Tier 4 - Poor,4,ODM,male,Royal London One-Day Cup,True
