match_id,date,venue,team,opposition,season_year,season_month,gender,match_type,toss_won,toss_decision_bat,toss_decision_field,team_team_batting_avg,team_team_strike_rate,team_team_total_runs,team_elite_batsmen,team_star_batsmen,team_power_hitters,team_team_bowling_avg,team_team_economy,team_team_total_wickets,team_elite_bowlers,team_star_bowlers,team_all_rounder_count,team_wicketkeeper_count,team_elite_players,team_star_players,team_avg_star_rating,team_team_balance,team_team_depth,team_known_players_count,opp_team_batting_avg,opp_team_strike_rate,opp_team_total_runs,opp_elite_batsmen,opp_star_batsmen,opp_power_hitters,opp_team_bowling_avg,opp_team_economy,opp_team_total_wickets,opp_elite_bowlers,opp_star_bowlers,opp_all_rounder_count,opp_wicketkeeper_count,opp_elite_players,opp_star_players,opp_avg_star_rating,opp_team_balance,opp_team_depth,opp_known_players_count,batting_advantage,star_advantage,elite_advantage,total_runs
1168508,2019-05-05,Castle Avenue,West Indies,Ireland,2019,5,male,ODI,0,0,1,18.87,67.34,12749,0,1,0,39.1,5.59,417,0,1,6,1,0,1,4.6,0.483,3,10,18.83,77.91,14254,0,0,2,37.56,5.5,329,0,3,7,2,0,1,4.77,0.501,3,11,-18.69,0,0,381
1168508,2019-05-05,Castle Avenue,Ireland,West Indies,2019,5,male,ODI,1,0,1,18.83,77.91,14254,0,0,2,37.56,5.5,329,0,3,7,2,0,1,4.77,0.501,3,11,18.87,67.34,12749,0,1,0,39.1,5.59,417,0,1,6,1,0,1,4.6,0.483,3,10,-20.27,0,0,185
1168509,2019-05-07,Castle Avenue,West Indies,Bangladesh,2019,5,male,ODI,1,1,0,18.87,67.34,12749,0,1,0,39.1,5.59,417,0,1,6,1,0,1,4.6,0.483,3,10,23.82,73.55,33522,0,1,1,43.8,5.42,821,0,3,7,1,0,2,5.14,0.544,6,11,-24.93,-1,0,261
1168509,2019-05-07,Castle Avenue,Bangladesh,West Indies,2019,5,male,ODI,0,1,0,23.82,73.55,33522,0,1,1,43.8,5.42,821,0,3,7,1,0,2,5.14,0.544,6,11,18.87,67.34,12749,0,1,0,39.1,5.59,417,0,1,6,1,0,1,4.6,0.483,3,10,-15.28,1,0,264
1168511,2019-05-11,"The Village, Malahide",Ireland,West Indies,2019,5,male,ODI,1,1,0,18.53,76.45,13506,0,0,2,37.07,5.37,346,1,3,7,1,0,1,4.95,0.5,3,10,18.45,69.12,12949,0,1,0,44.94,5.58,424,0,1,7,1,0,1,4.55,0.411,3,11,-26.41,0,0,327
1168511,2019-05-11,"The Village, Malahide",West Indies,Ireland,2019,5,male,ODI,0,1,0,18.45,69.12,12949,0,1,0,44.94,5.58,424,0,1,7,1,0,1,4.55,0.411,3,11,18.53,76.45,13506,0,0,2,37.07,5.37,346,1,3,7,1,0,1,4.95,0.5,3,10,-18.62,0,0,331
1168512,2019-05-13,"The Village, Malahide",West Indies,Bangladesh,2019,5,male,ODI,1,1,0,20.1,72.9,12927,0,1,0,46.43,5.54,394,0,1,6,1,0,1,4.6,0.433,3,10,24.2,70.73,33162,0,1,0,45.79,5.38,781,0,3,6,1,0,2,5.2,0.528,6,10,-25.69,-1,0,247
1168512,2019-05-13,"The Village, Malahide",Bangladesh,West Indies,2019,5,male,ODI,0,1,0,24.2,70.73,33162,0,1,0,45.79,5.38,781,0,3,6,1,0,2,5.2,0.528,6,10,20.1,72.9,12927,0,1,0,46.43,5.54,394,0,1,6,1,0,1,4.6,0.433,3,10,-22.23,1,0,248
1168513,2019-05-15,Castle Avenue,Ireland,Bangladesh,2019,5,male,ODI,1,1,0,18.66,76.27,13532,0,0,2,37.67,5.5,347,1,2,7,1,0,1,4.95,0.495,3,10,22.72,74.03,32244,0,1,1,53.55,5.52,691,0,2,6,2,0,2,5.1,0.424,5,10,-34.89,-1,0,292
1168513,2019-05-15,Castle Avenue,Bangladesh,Ireland,2019,5,male,ODI,0,1,0,22.72,74.03,32244,0,1,1,53.55,5.52,691,0,2,6,2,0,2,5.1,0.424,5,10,18.66,76.27,13532,0,0,2,37.67,5.5,347,1,2,7,1,0,1,4.95,0.495,3,10,-14.95,1,0,294
1168514,2019-05-17,"The Village, Malahide",West Indies,Bangladesh,2019,5,male,ODI,0,0,1,19.78,69.49,12861,0,1,0,46.91,5.57,376,0,1,6,1,0,1,4.6,0.422,3,10,22.34,74.52,27408,0,1,1,50.5,5.49,592,0,2,7,1,0,1,4.86,0.442,5,11,-30.72,0,0,152
1168514,2019-05-17,"The Village, Malahide",Bangladesh,West Indies,2019,5,male,ODI,1,0,1,22.34,74.52,27408,0,1,1,50.5,5.49,592,0,2,7,1,0,1,4.86,0.442,5,11,19.78,69.49,12861,0,1,0,46.91,5.57,376,0,1,6,1,0,1,4.6,0.422,3,10,-24.57,0,0,213
1168517,2019-07-01,"Bready Cricket Club, Magheramason",Zimbabwe,Ireland,2019,7,male,ODI,0,0,1,20.53,63.48,21700,0,0,0,49.5,5.45,340,0,2,7,1,0,2,5.09,0.415,5,11,19.5,73.88,12476,0,0,1,37.4,5.3,297,1,3,6,1,0,1,5.0,0.521,3,9,-16.87,1,0,254
1168517,2019-07-01,"Bready Cricket Club, Magheramason",Ireland,Zimbabwe,2019,7,male,ODI,1,0,1,19.5,73.88,12476,0,0,1,37.4,5.3,297,1,3,6,1,0,1,5.0,0.521,3,9,20.53,63.48,21700,0,0,0,49.5,5.45,340,0,2,7,1,0,2,5.09,0.415,5,11,-30.0,-1,0,258
1168518,2019-07-04,"Civil Service Cricket Club, Stormont",Ireland,Zimbabwe,2019,7,male,ODI,0,0,1,19.5,73.88,12476,0,0,1,37.4,5.3,297,1,3,6,1,0,1,5.0,0.521,3,9,21.22,65.57,22097,0,0,0,47.9,5.51,351,0,2,8,1,0,2,5.09,0.443,5,11,-28.4,-1,0,242
1168518,2019-07-04,"Civil Service Cricket Club, Stormont",Zimbabwe,Ireland,2019,7,male,ODI,1,0,1,21.22,65.57,22097,0,0,0,47.9,5.51,351,0,2,8,1,0,2,5.09,0.443,5,11,19.5,73.88,12476,0,0,1,37.4,5.3,297,1,3,6,1,0,1,5.0,0.521,3,9,-16.18,1,0,237
1168519,2019-07-07,"Civil Service Cricket Club, Stormont",Zimbabwe,Ireland,2019,7,male,ODI,1,1,0,20.14,62.76,21794,0,0,0,48.33,5.47,380,0,2,8,1,0,2,5.09,0.417,5,11,19.5,73.88,12476,0,0,1,37.4,5.3,297,1,3,6,1,0,1,5.0,0.521,3,9,-17.26,1,0,190
1168519,2019-07-07,"Civil Service Cricket Club, Stormont",Ireland,Zimbabwe,2019,7,male,ODI,0,1,0,19.5,73.88,12476,0,0,1,37.4,5.3,297,1,3,6,1,0,1,5.0,0.521,3,9,20.14,62.76,21794,0,0,0,48.33,5.47,380,0,2,8,1,0,2,5.09,0.417,5,11,-28.83,-1,0,191
1169332,2019-05-21,"Grange Cricket Club, Raeburn Place",Sri Lanka,Scotland,2019,5,male,ODI,0,0,1,20.56,70.17,20123,0,0,0,39.04,6.15,526,0,1,7,1,0,1,4.95,0.527,5,11,20.75,72.61,10657,0,1,1,48.43,4.59,283,2,4,6,1,0,2,5.15,0.428,3,10,-27.87,-1,0,322
1169332,2019-05-21,"Grange Cricket Club, Raeburn Place",Scotland,Sri Lanka,2019,5,male,ODI,1,0,1,20.75,72.61,10657,0,1,1,48.43,4.59,283,2,4,6,1,0,2,5.15,0.428,3,10,20.56,70.17,20123,0,0,0,39.04,6.15,526,0,1,7,1,0,1,4.95,0.527,5,11,-18.29,1,0,199
1170454,2019-01-25,ICC Academy,Nepal,United Arab Emirates,2019,1,male,ODI,0,0,1,14.73,62.92,4538,0,0,0,31.89,4.6,349,4,2,7,0,0,0,4.61,0.462,0,9,20.45,63.73,3875,0,0,1,31.72,5.63,80,0,1,2,0,0,0,4.71,0.645,3,7,-16.99,0,0,113
1170454,2019-01-25,ICC Academy,United Arab Emirates,Nepal,2019,1,male,ODI,1,0,1,20.45,63.73,3875,0,0,1,31.72,5.63,80,0,1,2,0,0,0,4.71,0.645,3,7,14.73,62.92,4538,0,0,0,31.89,4.6,349,4,2,7,0,0,0,4.61,0.462,0,9,-11.44,0,0,116
1170455,2019-01-26,ICC Academy,Nepal,United Arab Emirates,2019,1,male,ODI,1,1,0,15.97,62.54,6167,0,0,0,31.2,4.54,358,5,2,8,0,0,0,4.8,0.512,1,10,18.95,60.86,4919,0,0,1,31.41,5.23,171,1,2,3,0,0,0,4.67,0.603,3,9,-15.44,0,0,242
1170455,2019-01-26,ICC Academy,United Arab Emirates,Nepal,2019,1,male,ODI,0,1,0,18.95,60.86,4919,0,0,1,31.41,5.23,171,1,2,3,0,0,0,4.67,0.603,3,9,15.97,62.54,6167,0,0,0,31.2,4.54,358,5,2,8,0,0,0,4.8,0.512,1,10,-12.25,0,0,97
1170456,2019-01-28,ICC Academy,United Arab Emirates,Nepal,2019,1,male,ODI,0,0,1,20.85,62.26,4776,0,0,1,32.78,5.33,81,1,1,2,0,0,0,4.75,0.636,3,8,16.94,62.49,6095,0,0,0,30.0,4.53,352,5,1,7,0,0,0,4.89,0.565,1,9,-9.15,0,0,254
1170456,2019-01-28,ICC Academy,Nepal,United Arab Emirates,2019,1,male,ODI,1,0,1,16.94,62.49,6095,0,0,0,30.0,4.53,352,5,1,7,0,0,0,4.89,0.565,1,9,20.85,62.26,4776,0,0,1,32.78,5.33,81,1,1,2,0,0,0,4.75,0.636,3,8,-15.84,0,0,255
1174238,2019-03-22,Sharjah Cricket Stadium,Pakistan,Australia,2019,3,male,ODI,1,1,0,24.82,75.59,17628,0,2,1,44.19,5.0,282,0,3,6,2,0,2,5.25,0.562,5,10,23.97,78.91,17852,0,3,1,43.86,5.44,392,0,1,6,1,0,4,5.55,0.547,6,11,-19.04,-2,0,280
1174238,2019-03-22,Sharjah Cricket Stadium,Australia,Pakistan,2019,3,male,ODI,0,1,0,23.97,78.91,17852,0,3,1,43.86,5.44,392,0,1,6,1,0,4,5.55,0.547,6,11,24.82,75.59,17628,0,2,1,44.19,5.0,282,0,3,6,2,0,2,5.25,0.562,5,10,-20.22,2,0,281
1174239,2019-03-24,Sharjah Cricket Stadium,Pakistan,Australia,2019,3,male,ODI,1,1,0,24.36,82.96,17318,0,2,2,45.92,5.2,218,0,2,6,2,0,2,5.3,0.53,5,10,23.97,78.91,17852,0,3,1,43.86,5.44,392,0,1,6,1,0,4,5.55,0.547,6,11,-19.5,-2,0,284
1174239,2019-03-24,Sharjah Cricket Stadium,Australia,Pakistan,2019,3,male,ODI,0,1,0,23.97,78.91,17852,0,3,1,43.86,5.44,392,0,1,6,1,0,4,5.55,0.547,6,11,24.36,82.96,17318,0,2,2,45.92,5.2,218,0,2,6,2,0,2,5.3,0.53,5,10,-21.95,2,0,285
1174240,2019-03-27,Sheikh Zayed Stadium,Australia,Pakistan,2019,3,male,ODI,1,1,0,22.92,80.18,18053,0,3,1,44.63,5.31,468,0,1,6,1,0,4,5.55,0.514,6,11,21.68,79.48,17170,0,2,2,39.05,5.15,332,0,3,6,2,0,3,5.45,0.555,5,11,-16.13,1,0,266
1174240,2019-03-27,Sheikh Zayed Stadium,Pakistan,Australia,2019,3,male,ODI,0,1,0,21.68,79.48,17170,0,2,2,39.05,5.15,332,0,3,6,2,0,3,5.45,0.555,5,11,22.92,80.18,18053,0,3,1,44.63,5.31,468,0,1,6,1,0,4,5.55,0.514,6,11,-22.95,-1,0,186
1174241,2019-03-29,Dubai International Cricket Stadium,Australia,Pakistan,2019,3,male,ODI,0,0,1,23.48,81.55,17834,0,3,2,44.3,5.41,403,0,1,6,1,0,4,5.59,0.53,6,11,18.41,81.08,8349,0,1,2,38.84,5.25,228,0,2,5,2,0,1,5.11,0.474,3,9,-15.36,3,0,277
1174241,2019-03-29,Dubai International Cricket Stadium,Pakistan,Australia,2019,3,male,ODI,1,0,1,18.41,81.08,8349,0,1,2,38.84,5.25,228,0,2,5,2,0,1,5.11,0.474,3,9,23.48,81.55,17834,0,3,2,44.3,5.41,403,0,1,6,1,0,4,5.59,0.53,6,11,-25.89,-3,0,271
1174242,2019-03-31,Dubai International Cricket Stadium,Australia,Pakistan,2019,3,male,ODI,0,0,1,22.65,82.87,17603,0,3,2,45.24,5.39,367,0,1,6,1,0,4,5.59,0.501,6,11,19.77,74.17,8296,0,1,1,38.91,5.14,211,0,2,4,2,0,1,5.19,0.508,3,8,-16.26,3,0,327
1174242,2019-03-31,Dubai International Cricket Stadium,Pakistan,Australia,2019,3,male,ODI,1,0,1,19.77,74.17,8296,0,1,1,38.91,5.14,211,0,2,4,2,0,1,5.19,0.508,3,8,22.65,82.87,17603,0,3,2,45.24,5.39,367,0,1,6,1,0,4,5.59,0.501,6,11,-25.47,-3,0,307
1174828,2019-04-20,Wanderers Cricket Ground,Papua New Guinea,Namibia,2019,4,male,ODM,0,0,1,16.94,57.78,7837,0,0,0,37.98,5.24,239,4,5,8,1,0,1,4.64,0.446,1,11,21.4,60.32,4817,0,1,0,33.62,4.28,173,5,0,5,0,1,0,5.56,0.637,2,8,-16.68,1,-1,118
1174828,2019-04-20,Wanderers Cricket Ground,Namibia,Papua New Guinea,2019,4,male,ODM,1,0,1,21.4,60.32,4817,0,1,0,33.62,4.28,173,5,0,5,0,1,0,5.56,0.637,2,8,16.94,57.78,7837,0,0,0,37.98,5.24,239,4,5,8,1,0,1,4.64,0.446,1,11,-16.58,-1,1,120
1174830,2019-04-20,United Cricket Club Ground,United States of America,Oman,2019,4,male,ODM,0,0,1,18.68,63.74,5508,0,0,0,27.29,4.58,177,4,0,4,0,0,0,5.06,0.684,2,8,19.7,62.2,6343,0,1,0,31.61,4.83,303,2,4,7,0,1,0,5.25,0.623,3,10,-12.93,0,-1,148
1174830,2019-04-20,United Cricket Club Ground,Oman,United States of America,2019,4,male,ODM,1,0,1,19.7,62.2,6343,0,1,0,31.61,4.83,303,2,4,7,0,1,0,5.25,0.623,3,10,18.68,63.74,5508,0,0,0,27.29,4.58,177,4,0,4,0,0,0,5.06,0.684,2,8,-7.59,0,1,152
1174831,2019-04-21,Wanderers Cricket Ground,United States of America,Namibia,2019,4,male,ODM,0,0,1,17.54,64.11,6077,0,0,0,28.02,4.45,235,6,0,6,0,0,0,5.05,0.626,2,10,21.4,60.32,4817,0,1,0,33.62,4.28,173,5,0,5,0,1,0,5.56,0.637,2,8,-16.08,0,-1,250
1174831,2019-04-21,Wanderers Cricket Ground,Namibia,United States of America,2019,4,male,ODM,1,0,1,21.4,60.32,4817,0,1,0,33.62,4.28,173,5,0,5,0,1,0,5.56,0.637,2,8,17.54,64.11,6077,0,0,0,28.02,4.45,235,6,0,6,0,0,0,5.05,0.626,2,10,-6.62,0,1,248
1174832,2019-04-21,Affies Park,Oman,Canada,2019,4,male,ODM,0,0,1,19.7,62.2,6343,0,1,0,31.61,4.83,303,2,4,7,0,1,0,5.25,0.623,3,10,19.15,54.84,1311,0,0,0,47.26,8.87,26,1,0,1,0,0,0,4.42,0.405,1,6,-27.56,0,1,285
1174832,2019-04-21,Affies Park,Canada,Oman,2019,4,male,ODM,1,0,1,19.15,54.84,1311,0,0,0,47.26,8.87,26,1,0,1,0,0,0,4.42,0.405,1,6,19.7,62.2,6343,0,1,0,31.61,4.83,303,2,4,7,0,1,0,5.25,0.623,3,10,-12.46,0,-1,186
1174833,2019-04-21,United Cricket Club Ground,Hong Kong,Papua New Guinea,2019,4,male,ODM,0,0,1,21.1,60.4,1336,0,1,0,29.49,5.22,53,2,1,4,0,0,2,5.6,0.715,2,5,17.07,56.32,7068,0,0,0,38.59,5.3,188,4,4,7,1,0,1,4.7,0.442,1,10,-17.49,1,0,222
1174833,2019-04-21,United Cricket Club Ground,Papua New Guinea,Hong Kong,2019,4,male,ODM,1,0,1,17.07,56.32,7068,0,0,0,38.59,5.3,188,4,4,7,1,0,1,4.7,0.442,1,10,21.1,60.4,1336,0,1,0,29.49,5.22,53,2,1,4,0,0,2,5.6,0.715,2,5,-12.42,-1,0,223
1174834,2019-04-23,Wanderers Cricket Ground,Hong Kong,Oman,2019,4,male,ODM,0,0,1,21.1,60.4,1336,0,1,0,29.49,5.22,53,2,1,4,0,0,2,5.6,0.715,2,5,19.7,62.2,6343,0,1,0,31.61,4.83,303,2,4,7,0,1,0,5.25,0.623,3,10,-10.51,2,-1,176
1174834,2019-04-23,Wanderers Cricket Ground,Oman,Hong Kong,2019,4,male,ODM,1,0,1,19.7,62.2,6343,0,1,0,31.61,4.83,303,2,4,7,0,1,0,5.25,0.623,3,10,21.1,60.4,1336,0,1,0,29.49,5.22,53,2,1,4,0,0,2,5.6,0.715,2,5,-9.79,-2,1,177
1174835,2019-04-23,Affies Park,Papua New Guinea,United States of America,2019,4,male,ODM,1,1,0,16.94,57.78,7837,0,0,0,37.98,5.24,239,4,5,8,1,0,1,4.64,0.446,1,11,18.19,63.3,5679,0,0,0,26.9,4.47,188,5,0,5,0,0,0,5.06,0.676,2,9,-9.96,1,0,127
1174835,2019-04-23,Affies Park,United States of America,Papua New Guinea,2019,4,male,ODM,0,1,0,18.19,63.3,5679,0,0,0,26.9,4.47,188,5,0,5,0,0,0,5.06,0.676,2,9,16.94,57.78,7837,0,0,0,37.98,5.24,239,4,5,8,1,0,1,4.64,0.446,1,11,-19.79,-1,0,128
1174837,2019-04-24,Wanderers Cricket Ground,Papua New Guinea,Canada,2019,4,male,ODM,1,1,0,16.94,57.78,7837,0,0,0,37.98,5.24,239,4,5,8,1,0,1,4.64,0.446,1,11,18.38,63.23,1118,0,0,1,38.36,8.54,51,2,0,2,0,0,0,4.8,0.479,1,5,-21.42,1,0,154
1174837,2019-04-24,Wanderers Cricket Ground,Canada,Papua New Guinea,2019,4,male,ODM,0,1,0,18.38,63.23,1118,0,0,1,38.36,8.54,51,2,0,2,0,0,0,4.8,0.479,1,5,16.94,57.78,7837,0,0,0,37.98,5.24,239,4,5,8,1,0,1,4.64,0.446,1,11,-19.6,-1,0,155
1174838,2019-04-24,Affies Park,Namibia,Oman,2019,4,male,ODM,0,0,1,22.32,64.36,5270,0,1,0,31.67,4.0,168,5,0,4,1,1,0,5.56,0.705,2,8,19.7,62.2,6343,0,1,0,31.61,4.83,303,2,4,7,0,1,0,5.25,0.623,3,10,-9.29,0,0,213
1174838,2019-04-24,Affies Park,Oman,Namibia,2019,4,male,ODM,1,0,1,19.7,62.2,6343,0,1,0,31.61,4.83,303,2,4,7,0,1,0,5.25,0.623,3,10,22.32,64.36,5270,0,1,0,31.67,4.0,168,5,0,4,1,1,0,5.56,0.705,2,8,-11.97,0,0,214
1174840,2019-04-26,Wanderers Cricket Ground,Canada,United States of America,2019,4,male,ODM,0,0,1,18.7,68.5,1054,0,0,1,38.36,8.54,51,2,0,2,0,0,0,4.8,0.487,1,5,17.54,64.11,6077,0,0,0,28.02,4.45,235,6,0,6,0,0,0,5.05,0.626,2,10,-9.32,0,0,255
1174840,2019-04-26,Wanderers Cricket Ground,United States of America,Canada,2019,4,male,ODM,1,0,1,17.54,64.11,6077,0,0,0,28.02,4.45,235,6,0,6,0,0,0,5.05,0.626,2,10,18.7,68.5,1054,0,0,1,38.36,8.54,51,2,0,2,0,0,0,4.8,0.487,1,5,-20.82,0,0,215
1174842,2019-04-26,United Cricket Club Ground,Papua New Guinea,Oman,2019,4,male,ODM,0,0,1,17.31,57.17,7678,0,0,0,38.79,5.28,233,4,4,7,1,0,1,4.7,0.446,1,10,19.06,58.07,5051,0,1,0,30.98,4.88,225,1,4,6,0,1,0,5.11,0.615,2,9,-13.67,1,-1,221
1174842,2019-04-26,United Cricket Club Ground,Oman,Papua New Guinea,2019,4,male,ODM,1,0,1,19.06,58.07,5051,0,1,0,30.98,4.88,225,1,4,6,0,1,0,5.11,0.615,2,9,17.31,57.17,7678,0,0,0,38.79,5.28,233,4,4,7,1,0,1,4.7,0.446,1,10,-19.73,-1,1,76
1174844,2019-04-27,Affies Park,United States of America,Papua New Guinea,2019,4,male,ODI,0,0,1,17.43,63.4,5903,0,0,0,28.16,4.56,224,5,0,6,0,0,0,4.95,0.619,2,10,17.31,57.17,7678,0,0,0,38.79,5.28,233,4,4,7,1,0,1,4.7,0.446,1,10,-21.36,-1,0,164
1174844,2019-04-27,Affies Park,Papua New Guinea,United States of America,2019,4,male,ODI,1,0,1,17.31,57.17,7678,0,0,0,38.79,5.28,233,4,4,7,1,0,1,4.7,0.446,1,10,17.43,63.4,5903,0,0,0,28.16,4.56,224,5,0,6,0,0,0,4.95,0.619,2,10,-10.85,1,0,165
1174845,2019-04-27,Wanderers Cricket Ground,Namibia,Oman,2019,4,male,ODI,1,1,0,20.8,62.98,5740,0,1,0,34.97,4.3,185,6,0,6,1,1,0,5.35,0.595,2,10,19.7,62.2,6343,0,1,0,31.61,4.83,303,2,4,7,0,1,0,5.25,0.623,3,10,-10.81,0,0,226
1174845,2019-04-27,Wanderers Cricket Ground,Oman,Namibia,2019,4,male,ODI,0,1,0,19.7,62.2,6343,0,1,0,31.61,4.83,303,2,4,7,0,1,0,5.25,0.623,3,10,20.8,62.98,5740,0,1,0,34.97,4.3,185,6,0,6,1,1,0,5.35,0.595,2,10,-15.27,0,0,81
1179272,2019-04-10,Harare Sports Club,United Arab Emirates,Zimbabwe,2019,4,male,ODI,0,0,1,20.43,62.29,5276,0,0,1,32.02,5.39,157,1,1,3,0,0,0,4.75,0.638,3,8,17.69,63.38,13772,0,0,0,41.21,5.31,329,0,2,7,1,0,2,4.68,0.429,3,11,-20.78,-2,0,110
1179272,2019-04-10,Harare Sports Club,Zimbabwe,United Arab Emirates,2019,4,male,ODI,1,0,1,17.69,63.38,13772,0,0,0,41.21,5.31,329,0,2,7,1,0,2,4.68,0.429,3,11,20.43,62.29,5276,0,0,1,32.02,5.39,157,1,1,3,0,0,0,4.75,0.638,3,8,-14.33,2,0,111
1179273,2019-04-12,Harare Sports Club,United Arab Emirates,Zimbabwe,2019,4,male,ODI,0,0,1,19.09,60.0,6320,0,0,1,31.67,5.12,248,2,2,4,0,0,0,4.7,0.603,3,10,17.69,63.38,13772,0,0,0,41.21,5.31,329,0,2,7,1,0,2,4.68,0.429,3,11,-22.12,-2,0,169
1179273,2019-04-12,Harare Sports Club,Zimbabwe,United Arab Emirates,2019,4,male,ODI,1,0,1,17.69,63.38,13772,0,0,0,41.21,5.31,329,0,2,7,1,0,2,4.68,0.429,3,11,19.09,60.0,6320,0,0,1,31.67,5.12,248,2,2,4,0,0,0,4.7,0.603,3,10,-13.98,2,0,185
1179275,2019-04-16,Harare Sports Club,United Arab Emirates,Zimbabwe,2019,4,male,ODI,1,1,0,19.09,60.0,6320,0,0,1,31.67,5.12,248,2,2,4,0,0,0,4.7,0.603,3,10,17.19,59.67,13595,0,0,0,43.05,5.33,351,0,2,6,1,0,2,4.82,0.399,3,11,-23.96,-2,0,175
1179275,2019-04-16,Harare Sports Club,Zimbabwe,United Arab Emirates,2019,4,male,ODI,0,1,0,17.19,59.67,13595,0,0,0,43.05,5.33,351,0,2,6,1,0,2,4.82,0.399,3,11,19.09,60.0,6320,0,0,1,31.67,5.12,248,2,2,4,0,0,0,4.7,0.603,3,10,-14.48,2,0,129
1183537,2020-03-13,Sydney Cricket Ground,Australia,New Zealand,2020,3,male,ODI,1,1,0,24.12,75.35,25420,0,3,0,38.38,5.68,768,0,2,7,1,0,4,5.5,0.628,6,10,23.28,76.48,32268,0,3,1,33.93,5.03,584,1,3,7,1,0,3,5.36,0.686,5,11,-9.81,1,0,258
1183537,2020-03-13,Sydney Cricket Ground,New Zealand,Australia,2020,3,male,ODI,0,1,0,23.28,76.48,32268,0,3,1,33.93,5.03,584,1,3,7,1,0,3,5.36,0.686,5,11,24.12,75.35,25420,0,3,0,38.38,5.68,768,0,2,7,1,0,4,5.5,0.628,6,10,-15.1,-1,0,187
1185310,2020-02-04,Newlands,England,South Africa,2020,2,male,ODI,0,0,1,28.05,82.23,24289,0,3,0,40.26,5.7,308,0,0,5,1,0,2,5.33,0.697,5,9,25.28,73.35,16979,0,3,0,28.7,4.96,248,2,0,3,1,0,3,5.75,0.881,5,8,-0.65,-1,0,258
1185310,2020-02-04,Newlands,South Africa,England,2020,2,male,ODI,1,0,1,25.28,73.35,16979,0,3,0,28.7,4.96,248,2,0,3,1,0,3,5.75,0.881,5,8,28.05,82.23,24289,0,3,0,40.26,5.7,308,0,0,5,1,0,2,5.33,0.697,5,9,-14.98,1,0,259
1185312,2020-02-09,The Wanderers Stadium,South Africa,England,2020,2,male,ODI,0,0,1,25.28,73.35,16979,0,3,0,28.7,4.96,248,2,0,3,1,0,3,5.75,0.881,5,8,27.27,82.11,25345,0,3,0,44.46,5.62,377,0,0,5,1,0,2,5.17,0.613,5,9,-19.18,1,0,256
1185312,2020-02-09,The Wanderers Stadium,England,South Africa,2020,2,male,ODI,1,0,1,27.27,82.11,25345,0,3,0,44.46,5.62,377,0,0,5,1,0,2,5.17,0.613,5,9,25.28,73.35,16979,0,3,0,28.7,4.96,248,2,0,3,1,0,3,5.75,0.881,5,8,-1.43,-1,0,257
1185319,2020-02-29,Boland Park,South Africa,Australia,2020,2,male,ODI,1,1,0,24.89,76.1,17350,0,5,1,31.0,5.28,329,1,1,5,2,0,5,5.64,0.803,6,11,24.12,75.35,25420,0,3,0,38.38,5.68,768,0,2,7,1,0,4,5.5,0.628,6,10,-13.49,1,0,291
1185319,2020-02-29,Boland Park,Australia,South Africa,2020,2,male,ODI,0,1,0,24.12,75.35,25420,0,3,0,38.38,5.68,768,0,2,7,1,0,4,5.5,0.628,6,10,24.89,76.1,17350,0,5,1,31.0,5.28,329,1,1,5,2,0,5,5.64,0.803,6,11,-6.88,-1,0,217
1185320,2020-03-04,Mangaung Oval,Australia,South Africa,2020,3,male,ODI,1,1,0,25.47,76.42,25611,0,3,0,40.65,5.73,655,0,1,7,1,0,4,5.5,0.627,6,10,23.51,75.61,15802,0,4,1,31.0,5.55,329,0,1,5,2,0,4,5.4,0.758,5,10,-5.53,0,0,271
1185320,2020-03-04,Mangaung Oval,South Africa,Australia,2020,3,male,ODI,0,1,0,23.51,75.61,15802,0,4,1,31.0,5.55,329,0,1,5,2,0,4,5.4,0.758,5,10,25.47,76.42,25611,0,3,0,40.65,5.73,655,0,1,7,1,0,4,5.5,0.627,6,10,-17.14,0,0,274
1185321,2020-03-07,Senwes Park,Australia,South Africa,2020,3,male,ODI,0,0,1,24.12,78.31,24490,0,3,1,39.76,5.83,458,0,1,7,1,0,4,5.55,0.607,6,10,28.36,80.31,15643,0,4,1,31.01,5.61,172,0,1,3,2,0,4,5.75,0.915,5,8,-6.89,0,0,254
1185321,2020-03-07,Senwes Park,South Africa,Australia,2020,3,male,ODI,1,0,1,28.36,80.31,15643,0,4,1,31.01,5.61,172,0,1,3,2,0,4,5.75,0.915,5,8,24.12,78.31,24490,0,3,1,39.76,5.83,458,0,1,7,1,0,4,5.55,0.607,6,10,-11.4,0,0,258
1187021,2019-12-15,"MA Chidambaram Stadium, Chepauk",India,West Indies,2019,12,male,ODI,0,0,1,28.85,82.29,35112,1,3,1,52.46,5.35,583,0,2,7,1,0,3,5.55,0.55,6,10,22.58,79.14,15119,0,1,1,36.93,5.46,450,0,0,8,1,0,1,4.86,0.611,4,11,-8.08,2,0,287
1187021,2019-12-15,"MA Chidambaram Stadium, Chepauk",West Indies,India,2019,12,male,ODI,1,0,1,22.58,79.14,15119,0,1,1,36.93,5.46,450,0,0,8,1,0,1,4.86,0.611,4,11,28.85,82.29,35112,1,3,1,52.46,5.35,583,0,2,7,1,0,3,5.55,0.55,6,10,-29.88,-2,0,291
