match_id,team,innings_number,total_runs,total_wickets,balls_bowled,overs_bowled,run_rate,extras,boundaries_4s,boundaries_6s,boundaries_total,venue,city,date,opposition,match_outcome,player_of_match,teams,team_batting_avg,team_strike_rate,team_centuries,team_fifties,team_boundaries_4s,team_boundaries_6s,team_players_count,team_bowling_avg,team_economy,team_wickets,team_maidens,team_batsmen,team_bowlers,team_allrounders,team_wicketkeepers,venue_avg_runs,venue_runs_std,venue_matches,venue_min_runs,venue_max_runs,venue_avg_rr,venue_rr_std,venue_avg_boundaries,venue_total_boundaries,venue_high_scoring,opp_avg_runs,opp_runs_std,opp_matches,opp_avg_rr,opp_rr_std,opp_avg_boundaries,opp_total_boundaries,team_balance,venue_advantage
1086067,England,1,132,0,126,21.0,6.285714285714286,12,12,1,13,North Sydney Oval,Sydney,2017-11-17,Australia,Australia,['BL Mooney'],"['England', 'Australia']",19.708275862068966,122.33566666666667,4.0,96.0,1611.0,712.0,69,36.46476190476191,5.751739130434783,0.0,355.0,14,25,20,6,133.0,1.41,2,132,134,7.24,1.36,16.0,32,0,140.72,48.92,18,7.22,2.12,15.83,285,0.358974358974359,-15.071949238578668
1086067,Australia,2,134,0,98,16.333333333333332,8.204081632653061,3,15,4,19,North Sydney Oval,Sydney,2017-11-17,England,Australia,['BL Mooney'],"['England', 'Australia']",17.843999999999998,113.89703703703707,6.0,72.0,1271.0,542.0,53,43.237272727272725,5.711304347826087,0.0,227.0,7,20,16,6,133.0,1.41,2,132,134,7.24,1.36,16.0,32,0,158.35,27.13,23,8.03,1.24,19.61,451,0.25925925925925924,-15.071949238578668
1086068,England,1,152,0,124,20.666666666666668,7.354838709677419,9,14,2,16,Manuka Oval,Canberra,2017-11-19,Australia,England,['KH Brunt'],"['England', 'Australia']",19.708275862068966,122.33566666666667,4.0,96.0,1611.0,712.0,69,36.46476190476191,5.751739130434783,0.0,355.0,14,25,20,6,155.75,31.94,4,112,181,7.84,1.51,19.25,77,1,140.72,48.92,18,7.22,2.12,15.83,285,0.358974358974359,7.678050761421332
1086068,Australia,2,112,0,113,18.833333333333332,5.946902654867257,10,10,2,12,Manuka Oval,Canberra,2017-11-19,England,England,['KH Brunt'],"['England', 'Australia']",17.843999999999998,113.89703703703707,6.0,72.0,1271.0,542.0,53,43.237272727272725,5.711304347826087,0.0,227.0,7,20,16,6,155.75,31.94,4,112,181,7.84,1.51,19.25,77,1,158.35,27.13,23,8.03,1.24,19.61,451,0.25925925925925924,7.678050761421332
1086069,Australia,1,178,0,123,20.5,8.682926829268293,4,25,2,27,Manuka Oval,Canberra,2017-11-21,England,England,['DN Wyatt'],"['Australia', 'England']",17.843999999999998,113.89703703703707,6.0,72.0,1271.0,542.0,53,43.237272727272725,5.711304347826087,0.0,227.0,7,20,16,6,155.75,31.94,4,112,181,7.84,1.51,19.25,77,1,158.35,27.13,23,8.03,1.24,19.61,451,0.25925925925925924,7.678050761421332
1086069,England,2,181,0,116,19.333333333333332,9.362068965517242,7,19,3,22,Manuka Oval,Canberra,2017-11-21,Australia,England,['DN Wyatt'],"['Australia', 'England']",19.708275862068966,122.33566666666667,4.0,96.0,1611.0,712.0,69,36.46476190476191,5.751739130434783,0.0,355.0,14,25,20,6,155.75,31.94,4,112,181,7.84,1.51,19.25,77,1,140.72,48.92,18,7.22,2.12,15.83,285,0.358974358974359,7.678050761421332
1086736,Nottinghamshire,1,169,0,120,20.0,8.45,2,10,8,18,Edgbaston,Birmingham,2017-09-02,Hampshire,Nottinghamshire,['SJ Mullaney'],"['Nottinghamshire', 'Hampshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,30.83,40,102,231,8.64,1.29,20.9,836,1,156.18,28.3,28,8.11,1.06,16.71,468,0.6,24.928050761421332
1086736,Hampshire,2,146,0,113,18.833333333333332,7.7522123893805315,2,14,4,18,Edgbaston,Birmingham,2017-09-02,Nottinghamshire,Nottinghamshire,['SJ Mullaney'],"['Nottinghamshire', 'Hampshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,30.83,40,102,231,8.64,1.29,20.9,836,1,174.17,29.11,30,8.85,1.23,21.1,633,0.6,24.928050761421332
1086737,Nottinghamshire,1,190,0,123,20.5,9.268292682926829,11,19,8,27,Edgbaston,Birmingham,2017-09-02,Warwickshire,Nottinghamshire,['SR Patel'],"['Nottinghamshire', 'Warwickshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,30.83,40,102,231,8.64,1.29,20.9,836,1,170.4,17.06,15,8.32,0.84,20.0,300,0.6,24.928050761421332
1086737,Warwickshire,2,168,0,121,20.166666666666668,8.330578512396693,2,7,7,14,Edgbaston,Birmingham,2017-09-02,Nottinghamshire,Nottinghamshire,['SR Patel'],"['Nottinghamshire', 'Warwickshire']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,30.83,40,102,231,8.64,1.29,20.9,836,1,174.17,29.11,30,8.85,1.23,21.1,633,0.6,24.928050761421332
1089202,Papua New Guinea,1,102,0,113,18.833333333333332,5.415929203539823,6,7,1,8,Sheikh Zayed Stadium,Abu Dhabi,2017-04-12,United Arab Emirates,United Arab Emirates,[],"['United Arab Emirates', 'Papua New Guinea']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,132.33,27.76,24,87,189,6.84,1.09,12.58,302,0,93.82,48.3,11,5.29,1.81,7.18,79,0.6,-15.741949238578655
1089202,United Arab Emirates,2,108,0,93,15.5,6.967741935483871,3,11,3,14,Sheikh Zayed Stadium,Abu Dhabi,2017-04-12,Papua New Guinea,United Arab Emirates,[],"['United Arab Emirates', 'Papua New Guinea']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,132.33,27.76,24,87,189,6.84,1.09,12.58,302,0,102.57,41.07,7,5.2,2.13,10.57,74,0.6,-15.741949238578655
1089203,United Arab Emirates,1,180,0,127,21.166666666666668,8.503937007874015,13,14,6,20,Sheikh Zayed Stadium,Abu Dhabi,2017-04-14,Papua New Guinea,United Arab Emirates,[],"['United Arab Emirates', 'Papua New Guinea']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,132.33,27.76,24,87,189,6.84,1.09,12.58,302,0,102.57,41.07,7,5.2,2.13,10.57,74,0.6,-15.741949238578655
1089203,Papua New Guinea,2,150,0,125,20.833333333333332,7.2,15,11,2,13,Sheikh Zayed Stadium,Abu Dhabi,2017-04-14,United Arab Emirates,United Arab Emirates,[],"['United Arab Emirates', 'Papua New Guinea']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,132.33,27.76,24,87,189,6.84,1.09,12.58,302,0,93.82,48.3,11,5.29,1.81,7.18,79,0.6,-15.741949238578655
1089243,Papua New Guinea,1,128,0,122,20.333333333333332,6.2950819672131155,7,9,0,9,Sheikh Zayed Stadium,Abu Dhabi,2017-04-14,United Arab Emirates,United Arab Emirates,[],"['United Arab Emirates', 'Papua New Guinea']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,132.33,27.76,24,87,189,6.84,1.09,12.58,302,0,93.82,48.3,11,5.29,1.81,7.18,79,0.6,-15.741949238578655
1089243,United Arab Emirates,2,130,0,119,19.833333333333332,6.5546218487394965,4,9,1,10,Sheikh Zayed Stadium,Abu Dhabi,2017-04-14,Papua New Guinea,United Arab Emirates,[],"['United Arab Emirates', 'Papua New Guinea']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,132.33,27.76,24,87,189,6.84,1.09,12.58,302,0,102.57,41.07,7,5.2,2.13,10.57,74,0.6,-15.741949238578655
1090885,Japan,1,70,0,128,21.333333333333332,3.28125,16,4,0,4,Sano International Cricket Ground,Unknown,2017-04-28,Samoa,Samoa,['LO Telea'],"['Japan', 'Samoa']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,61.6,14.91,5,3.1,0.71,4.0,20,0.6,-73.25194923857867
1090885,Samoa,2,71,0,87,14.5,4.896551724137931,16,7,0,7,Sano International Cricket Ground,Unknown,2017-04-28,Japan,Samoa,['LO Telea'],"['Japan', 'Samoa']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,81.33,30.03,6,4.56,1.0,6.67,40,0.6,-73.25194923857867
1090886,Vanuatu,1,80,0,122,20.333333333333332,3.934426229508197,18,10,0,10,Sano International Cricket Ground,Unknown,2017-04-28,Papua New Guinea,Papua New Guinea,['R Oa'],"['Vanuatu', 'Papua New Guinea']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,102.57,41.07,7,5.2,2.13,10.57,74,0.6,-73.25194923857867
1090886,Papua New Guinea,2,81,0,79,13.166666666666666,6.151898734177215,22,10,0,10,Sano International Cricket Ground,Unknown,2017-04-28,Vanuatu,Papua New Guinea,['R Oa'],"['Vanuatu', 'Papua New Guinea']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,78.17,22.83,6,4.37,1.4,7.17,43,0.6,-73.25194923857867
1090888,Japan,1,61,0,114,19.0,3.210526315789474,29,4,0,4,Sano International Cricket Ground,Unknown,2017-04-29,Vanuatu,Vanuatu,['N Navaika'],"['Japan', 'Vanuatu']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,78.17,22.83,6,4.37,1.4,7.17,43,0.6,-73.25194923857867
1090888,Vanuatu,2,65,0,98,16.333333333333332,3.979591836734694,13,4,1,5,Sano International Cricket Ground,Unknown,2017-04-29,Japan,Vanuatu,['N Navaika'],"['Japan', 'Vanuatu']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,81.33,30.03,6,4.56,1.0,6.67,40,0.6,-73.25194923857867
1090889,Samoa,1,114,0,131,21.833333333333332,5.221374045801527,22,10,1,11,Sano International Cricket Ground,Unknown,2017-05-01,Vanuatu,Samoa,['F Vaelua'],"['Samoa', 'Vanuatu']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,78.17,22.83,6,4.37,1.4,7.17,43,0.6,-73.25194923857867
1090889,Vanuatu,2,61,0,116,19.333333333333332,3.1551724137931036,18,3,1,4,Sano International Cricket Ground,Unknown,2017-05-01,Samoa,Samoa,['F Vaelua'],"['Samoa', 'Vanuatu']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,61.6,14.91,5,3.1,0.71,4.0,20,0.6,-73.25194923857867
1090890,Papua New Guinea,1,138,0,129,21.5,6.4186046511627906,20,8,2,10,Sano International Cricket Ground,Unknown,2017-04-30,Japan,Papua New Guinea,['T Ruma'],"['Papua New Guinea', 'Japan']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,81.33,30.03,6,4.56,1.0,6.67,40,0.6,-73.25194923857867
1090890,Japan,2,60,0,130,21.666666666666668,2.769230769230769,21,4,0,4,Sano International Cricket Ground,Unknown,2017-04-30,Papua New Guinea,Papua New Guinea,['T Ruma'],"['Papua New Guinea', 'Japan']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,102.57,41.07,7,5.2,2.13,10.57,74,0.6,-73.25194923857867
1090891,Japan,1,49,0,124,20.666666666666668,2.3709677419354835,4,2,0,2,Sano International Cricket Ground,Unknown,2017-05-02,Samoa,Samoa,['LO Telea'],"['Japan', 'Samoa']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,61.6,14.91,5,3.1,0.71,4.0,20,0.6,-73.25194923857867
1090891,Samoa,2,51,0,69,11.5,4.434782608695652,11,5,0,5,Sano International Cricket Ground,Unknown,2017-05-02,Japan,Samoa,['LO Telea'],"['Japan', 'Samoa']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,81.33,30.03,6,4.56,1.0,6.67,40,0.6,-73.25194923857867
1090892,Vanuatu,1,81,0,125,20.833333333333332,3.8880000000000003,14,5,0,5,Sano International Cricket Ground,Unknown,2017-05-02,Papua New Guinea,Papua New Guinea,['P Siaka'],"['Vanuatu', 'Papua New Guinea']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,102.57,41.07,7,5.2,2.13,10.57,74,0.6,-73.25194923857867
1090892,Papua New Guinea,2,82,0,93,15.5,5.290322580645161,6,9,0,9,Sano International Cricket Ground,Unknown,2017-05-02,Vanuatu,Papua New Guinea,['P Siaka'],"['Vanuatu', 'Papua New Guinea']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,78.17,22.83,6,4.37,1.4,7.17,43,0.6,-73.25194923857867
1090894,Vanuatu,1,46,0,109,18.166666666666668,2.532110091743119,8,3,0,3,Sano International Cricket Ground,Unknown,2017-05-03,Samoa,Samoa,['LO Telea'],"['Vanuatu', 'Samoa']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,61.6,14.91,5,3.1,0.71,4.0,20,0.6,-73.25194923857867
1090894,Samoa,2,47,0,112,18.666666666666668,2.517857142857143,16,2,0,2,Sano International Cricket Ground,Unknown,2017-05-03,Vanuatu,Samoa,['LO Telea'],"['Vanuatu', 'Samoa']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,78.17,22.83,6,4.37,1.4,7.17,43,0.6,-73.25194923857867
1090895,Samoa,1,79,0,126,21.0,3.761904761904762,8,11,0,11,Sano International Cricket Ground,Unknown,2017-05-04,Papua New Guinea,Papua New Guinea,['P Siaka'],"['Samoa', 'Papua New Guinea']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,102.57,41.07,7,5.2,2.13,10.57,74,0.6,-73.25194923857867
1090895,Papua New Guinea,2,82,0,118,19.666666666666668,4.169491525423728,15,7,0,7,Sano International Cricket Ground,Unknown,2017-05-04,Samoa,Papua New Guinea,['P Siaka'],"['Samoa', 'Papua New Guinea']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,61.6,14.91,5,3.1,0.71,4.0,20,0.6,-73.25194923857867
1090896,Vanuatu,1,83,0,129,21.5,3.86046511627907,16,7,0,7,Sano International Cricket Ground,Unknown,2017-05-04,Japan,Japan,['R Endo'],"['Vanuatu', 'Japan']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,81.33,30.03,6,4.56,1.0,6.67,40,0.6,-73.25194923857867
1090896,Japan,2,84,0,131,21.833333333333332,3.8473282442748094,21,7,0,7,Sano International Cricket Ground,Unknown,2017-05-04,Vanuatu,Japan,['R Endo'],"['Vanuatu', 'Japan']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,21.32,22,46,138,4.02,1.12,6.32,139,0,78.17,22.83,6,4.37,1.4,7.17,43,0.6,-73.25194923857867
1098211,India,1,190,0,125,20.833333333333332,9.120000000000001,12,20,6,26,"Sabina Park, Kingston",Jamaica,2017-07-09,West Indies,West Indies,['E Lewis'],"['West Indies', 'India']",23.668000000000003,131.1275,12.0,134.0,1843.0,836.0,71,43.14681818181818,5.676923076923076,0.0,371.0,17,28,15,7,192.0,2.83,2,190,194,9.45,0.47,26.0,52,1,142.53,58.12,15,8.1,1.99,16.67,250,0.37777777777777777,43.92805076142133
1098211,West Indies,2,194,0,119,19.833333333333332,9.781512605042018,15,12,14,26,"Sabina Park, Kingston",Jamaica,2017-07-09,India,West Indies,['E Lewis'],"['West Indies', 'India']",17.99346153846154,109.34464285714286,3.0,48.0,785.0,584.0,70,43.8862962962963,6.207666666666666,0.0,174.0,19,25,17,6,192.0,2.83,2,190,194,9.45,0.47,26.0,52,1,147.7,37.55,30,7.64,1.52,17.7,531,0.4318181818181818,43.92805076142133
1109610,Sri Lanka,1,170,0,123,20.5,8.292682926829269,7,14,8,22,"R.Premadasa Stadium, Khettarama",Colombo,2017-09-06,India,India,['V Kohli'],"['Sri Lanka', 'India']",15.398571428571428,106.28866666666667,0.0,51.0,917.0,344.0,60,48.35304347826087,6.027857142857143,0.0,135.0,12,24,15,4,172.0,2.83,2,170,174,8.5,0.29,19.5,39,1,147.7,37.55,30,7.64,1.52,17.7,531,0.3333333333333333,23.928050761421332
1109610,India,2,174,0,120,20.0,8.7,7,15,2,17,"R.Premadasa Stadium, Khettarama",Colombo,2017-09-06,Sri Lanka,India,['V Kohli'],"['Sri Lanka', 'India']",23.668000000000003,131.1275,12.0,134.0,1843.0,836.0,71,43.14681818181818,5.676923076923076,0.0,371.0,17,28,15,7,172.0,2.83,2,170,174,8.5,0.29,19.5,39,1,159.79,45.23,14,8.13,1.57,17.21,241,0.37777777777777777,23.928050761421332
1115798,New Zealand,1,187,0,124,20.666666666666668,9.048387096774192,6,17,6,23,Saxton Oval,Nelson,2017-12-29,West Indies,New Zealand,['GD Phillips'],"['New Zealand', 'West Indies']",19.43103448275862,120.06310344827588,5.0,79.0,1304.0,650.0,55,31.645789473684204,5.441000000000001,0.0,284.0,11,23,11,8,137.25,36.33,4,104,187,6.69,1.88,15.25,61,0,142.53,58.12,15,8.1,1.99,16.67,250,0.3235294117647059,-10.821949238578668
1115798,West Indies,2,140,0,115,19.166666666666668,7.304347826086956,4,12,5,17,Saxton Oval,Nelson,2017-12-29,New Zealand,New Zealand,['GD Phillips'],"['New Zealand', 'West Indies']",17.99346153846154,109.34464285714286,3.0,48.0,785.0,584.0,70,43.8862962962963,6.207666666666666,0.0,174.0,19,25,17,6,137.25,36.33,4,104,187,6.69,1.88,15.25,61,0,140.14,45.63,29,7.41,1.89,16.66,483,0.4318181818181818,-10.821949238578668
1115799,New Zealand,1,102,0,57,9.5,10.736842105263158,3,12,4,16,Bay Oval,Mount Maunganui,2018-01-01,West Indies,Unknown,[],"['New Zealand', 'West Indies']",19.43103448275862,120.06310344827588,5.0,79.0,1304.0,650.0,55,31.645789473684204,5.441000000000001,0.0,284.0,11,23,11,8,168.56,41.7,9,102,243,9.0,1.53,20.56,185,1,142.53,58.12,15,8.1,1.99,16.67,250,0.3235294117647059,20.488050761421334
1115800,New Zealand,1,243,0,124,20.666666666666668,11.758064516129032,12,12,17,29,Bay Oval,Mount Maunganui,2018-01-03,West Indies,New Zealand,['C Munro'],"['New Zealand', 'West Indies']",19.43103448275862,120.06310344827588,5.0,79.0,1304.0,650.0,55,31.645789473684204,5.441000000000001,0.0,284.0,11,23,11,8,168.56,41.7,9,102,243,9.0,1.53,20.56,185,1,142.53,58.12,15,8.1,1.99,16.67,250,0.3235294117647059,20.488050761421334
1115800,West Indies,2,124,0,105,17.5,7.085714285714285,6,10,7,17,Bay Oval,Mount Maunganui,2018-01-03,New Zealand,New Zealand,['C Munro'],"['New Zealand', 'West Indies']",17.99346153846154,109.34464285714286,3.0,48.0,785.0,584.0,70,43.8862962962963,6.207666666666666,0.0,174.0,19,25,17,6,168.56,41.7,9,102,243,9.0,1.53,20.56,185,1,140.14,45.63,29,7.41,1.89,16.66,483,0.4318181818181818,20.488050761421334
1115807,Pakistan,1,105,0,121,20.166666666666668,5.206611570247934,3,4,4,8,Westpac Stadium,Wellington,2018-01-22,New Zealand,New Zealand,['C Munro'],"['Pakistan', 'New Zealand']",19.312800000000003,132.695,3.0,76.0,1107.0,381.0,61,47.42523809523809,5.762608695652175,0.0,73.0,19,22,12,5,147.75,49.03,4,105,196,7.5,1.98,17.25,69,0,140.14,45.63,29,7.41,1.89,16.66,483,0.4634146341463415,-0.321949238578668
1115807,New Zealand,2,106,0,98,16.333333333333332,6.4897959183673475,4,9,3,12,Westpac Stadium,Wellington,2018-01-22,Pakistan,New Zealand,['C Munro'],"['Pakistan', 'New Zealand']",19.43103448275862,120.06310344827588,5.0,79.0,1304.0,650.0,55,31.645789473684204,5.441000000000001,0.0,284.0,11,23,11,8,147.75,49.03,4,105,196,7.5,1.98,17.25,69,0,130.61,25.62,23,6.77,1.21,14.52,334,0.3235294117647059,-0.321949238578668
1115808,Pakistan,1,201,0,129,21.5,9.348837209302326,10,19,8,27,Eden Park,Auckland,2018-01-25,New Zealand,Pakistan,['Fakhar Zaman'],"['Pakistan', 'New Zealand']",19.312800000000003,132.695,3.0,76.0,1107.0,381.0,61,47.42523809523809,5.762608695652175,0.0,73.0,19,22,12,5,175.62,52.02,8,107,245,8.99,1.76,22.0,176,1,140.14,45.63,29,7.41,1.89,16.66,483,0.4634146341463415,27.548050761421337
1115808,New Zealand,2,153,0,116,19.333333333333332,7.913793103448277,17,10,6,16,Eden Park,Auckland,2018-01-25,Pakistan,Pakistan,['Fakhar Zaman'],"['Pakistan', 'New Zealand']",19.43103448275862,120.06310344827588,5.0,79.0,1304.0,650.0,55,31.645789473684204,5.441000000000001,0.0,284.0,11,23,11,8,175.62,52.02,8,107,245,8.99,1.76,22.0,176,1,130.61,25.62,23,6.77,1.21,14.52,334,0.3235294117647059,27.548050761421337
1115809,Pakistan,1,181,0,123,20.5,8.829268292682928,5,17,5,22,Bay Oval,Mount Maunganui,2018-01-28,New Zealand,Pakistan,['Shadab Khan'],"['Pakistan', 'New Zealand']",19.312800000000003,132.695,3.0,76.0,1107.0,381.0,61,47.42523809523809,5.762608695652175,0.0,73.0,19,22,12,5,168.56,41.7,9,102,243,9.0,1.53,20.56,185,1,140.14,45.63,29,7.41,1.89,16.66,483,0.4634146341463415,20.488050761421334
1115809,New Zealand,2,163,0,124,20.666666666666668,7.887096774193548,4,10,9,19,Bay Oval,Mount Maunganui,2018-01-28,Pakistan,Pakistan,['Shadab Khan'],"['Pakistan', 'New Zealand']",19.43103448275862,120.06310344827588,5.0,79.0,1304.0,650.0,55,31.645789473684204,5.441000000000001,0.0,284.0,11,23,11,8,168.56,41.7,9,102,243,9.0,1.53,20.56,185,1,130.61,25.62,23,6.77,1.21,14.52,334,0.3235294117647059,20.488050761421334
1116056,Netherlands,1,112,0,123,20.5,5.463414634146342,6,11,0,11,New Williamfield No1 Oval,Stirling,2017-08-14,Scotland,Scotland,['L Jack'],"['Netherlands', 'Scotland']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,132.83,28.87,6,111,184,6.34,1.3,12.0,72,0,157.62,35.67,8,7.57,1.75,17.5,140,0.6,-15.241949238578655
1116056,Scotland,2,113,0,105,17.5,6.457142857142857,14,10,0,10,New Williamfield No1 Oval,Stirling,2017-08-14,Netherlands,Scotland,['L Jack'],"['Netherlands', 'Scotland']",25.0,120.0,0.0,0.0,0.0,0.0,0,30.0,7.0,0.0,0.0,6,4,1,1,132.83,28.87,6,111,184,6.34,1.3,12.0,72,0,141.5,26.72,6,6.8,1.28,13.17,79,0.6,-15.241949238578655
