innings_number,overs_bowled,run_rate,extras,boundaries_total,is_first_innings,is_high_scoring_venue,team_batting_avg,team_strike_rate,team_centuries,team_fifties,team_bowling_avg,team_economy,team_wickets,team_maidens,team_batsmen,team_bowlers,team_allrounders,team_wicketkeepers,venue_avg_runs,venue_avg_rr,venue_avg_boundaries,opp_avg_runs,opp_avg_rr,opp_avg_boundaries,team_encoded,opposition_encoded,venue_encoded,city_encoded,match_outcome_encoded,team_balance,venue_advantage,total_runs
2,16.0,4.125,7,5,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,99.75,5.64,9.25,66.0,4.12,5.0,20,10,69,62,9,0.6,-48.32194923857867,66
1,12.166666666666666,5.013698630136987,3,5,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,85.25,6.04,8.75,113.5,6.46,11.0,11,20,68,62,18,0.6,-62.82194923857867,61
2,10.166666666666666,6.885245901639345,2,6,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,85.25,6.04,8.75,88.0,7.1,10.0,20,11,68,62,18,0.6,-62.82194923857867,70
1,19.0,4.368421052631579,8,6,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,99.75,5.64,9.25,83.0,4.37,6.0,21,52,69,62,50,0.6,-48.32194923857867,83
2,13.666666666666666,6.146341463414634,8,9,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,99.75,5.64,9.25,94.0,5.55,9.5,52,21,69,62,50,0.6,-48.32194923857867,84
1,21.666666666666668,6.0,12,10,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,128.5,5.9,8.33,97.29,4.56,4.29,49,31,34,67,47,0.6,-19.571949238578668,130
2,22.166666666666668,5.593984962406015,17,10,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,128.5,5.9,8.33,130.33,6.02,9.67,31,49,34,67,47,0.6,-19.571949238578668,124
1,22.33333333333333,5.776119402985075,21,4,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,128.5,5.9,8.33,97.29,4.56,4.29,49,31,34,67,29,0.6,-19.571949238578668,129
2,19.83333333333333,6.5546218487394965,22,9,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,128.5,5.9,8.33,130.33,6.02,9.67,31,49,34,67,29,0.6,-19.571949238578668,130
1,23.166666666666668,5.913669064748201,20,10,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,128.5,5.9,8.33,130.33,6.02,9.67,31,49,34,67,29,0.6,-19.571949238578668,137
2,21.83333333333333,5.541984732824428,16,7,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,128.5,5.9,8.33,97.29,4.56,4.29,49,31,34,67,29,0.6,-19.571949238578668,121
1,21.0,5.476190476190476,9,12,1,0,17.99346153846154,109.34464285714286,3.0,48.0,43.8862962962963,6.207666666666666,0.0,174.0,19,25,17,6,144.28,7.35,16.8,130.61,6.77,14.52,65,41,20,67,39,0.4318181818181818,-3.791949238578667,115
2,15.0,7.733333333333333,5,17,0,0,19.312800000000003,132.695,3.0,76.0,47.42523809523809,5.762608695652175,0.0,73.0,19,22,12,5,144.28,7.35,16.8,142.53,8.1,16.67,41,65,20,67,39,0.4634146341463415,-3.791949238578667,116
1,20.83333333333333,7.680000000000001,15,15,1,0,19.312800000000003,132.695,3.0,76.0,47.42523809523809,5.762608695652175,0.0,73.0,19,22,12,5,144.28,7.35,16.8,142.53,8.1,16.67,41,65,20,67,39,0.4634146341463415,-3.791949238578667,160
2,21.5,6.697674418604652,13,16,0,0,17.99346153846154,109.34464285714286,3.0,48.0,43.8862962962963,6.207666666666666,0.0,174.0,19,25,17,6,144.28,7.35,16.8,130.61,6.77,14.52,65,41,20,67,39,0.4318181818181818,-3.791949238578667,144
1,20.166666666666668,5.107438016528925,4,7,1,0,17.99346153846154,109.34464285714286,3.0,48.0,43.8862962962963,6.207666666666666,0.0,174.0,19,25,17,6,132.33,6.84,12.58,130.61,6.77,14.52,65,41,65,0,39,0.4318181818181818,-15.741949238578655,103
2,15.5,6.967741935483871,6,11,0,0,19.312800000000003,132.695,3.0,76.0,47.42523809523809,5.762608695652175,0.0,73.0,19,22,12,5,132.33,6.84,12.58,142.53,8.1,16.67,41,65,65,0,39,0.4634146341463415,-15.741949238578655,108
1,21.33333333333333,5.53125,9,11,1,0,19.43103448275862,120.06310344827588,5.0,79.0,31.645789473684204,5.441000000000001,0.0,284.0,11,23,11,8,137.25,6.69,15.25,130.61,6.77,14.52,37,41,60,50,35,0.3235294117647059,-10.821949238578668,118
2,21.33333333333333,4.875,12,10,0,0,19.312800000000003,132.695,3.0,76.0,47.42523809523809,5.762608695652175,0.0,73.0,19,22,12,5,137.25,6.69,15.25,140.14,7.41,16.66,41,37,60,50,35,0.4634146341463415,-10.821949238578668,104
1,20.33333333333333,6.049180327868853,4,10,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,131.0,6.86,14.5,110.62,5.34,9.38,47,25,28,48,45,0.6,-17.071949238578668,123
2,17.333333333333332,4.846153846153847,4,7,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,131.0,6.86,14.5,111.5,5.84,11.5,25,47,28,48,45,0.6,-17.071949238578668,84
1,20.166666666666668,5.206611570247934,1,10,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,131.75,7.06,16.25,146.0,7.22,17.0,59,44,33,48,42,0.6,-16.321949238578668,105
2,14.333333333333334,7.534883720930233,3,16,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,131.75,7.06,16.25,100.25,5.34,10.38,44,59,33,48,42,0.6,-16.321949238578668,108
1,20.83333333333333,6.192,12,13,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,131.0,6.86,14.5,110.62,5.34,9.38,59,25,28,48,23,0.6,-17.071949238578668,129
2,15.833333333333334,8.4,3,19,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,131.0,6.86,14.5,100.25,5.34,10.38,25,59,28,48,23,0.6,-17.071949238578668,133
1,20.166666666666668,8.677685950413222,1,23,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,131.75,7.06,16.25,146.0,7.22,17.0,47,44,33,48,45,0.6,-16.321949238578668,175
2,20.33333333333333,6.836065573770492,3,16,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,131.75,7.06,16.25,111.5,5.84,11.5,44,47,33,48,45,0.6,-16.321949238578668,139
1,20.33333333333333,7.770491803278689,6,18,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,131.0,6.86,14.5,146.0,7.22,17.0,25,44,28,48,42,0.6,-17.071949238578668,158
2,20.166666666666668,7.884297520661157,6,20,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,131.0,6.86,14.5,110.62,5.34,9.38,44,25,28,48,42,0.6,-17.071949238578668,159
1,21.166666666666668,3.779527559055118,8,6,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,4.02,6.32,81.33,4.56,6.67,4,22,58,67,20,0.6,-73.25194923857867,80
2,16.0,5.0625,27,6,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,74.82,4.02,6.32,69.67,5.1,4.0,22,4,58,67,20,0.6,-73.25194923857867,81
1,21.33333333333333,5.671875,9,10,1,0,23.668000000000003,131.1275,12.0,134.0,43.14681818181818,5.676923076923076,0.0,371.0,17,28,15,7,79.25,3.9,4.31,130.61,6.77,14.52,17,41,5,4,15,0.3777777777777777,-68.82194923857867,121
2,20.5,5.073170731707317,5,8,0,0,19.312800000000003,132.695,3.0,76.0,47.42523809523809,5.762608695652175,0.0,73.0,19,22,12,5,79.25,3.9,4.31,147.7,7.64,17.7,41,17,5,4,15,0.4634146341463415,-68.82194923857867,104
1,20.83333333333333,10.896,9,27,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,174.17,8.85,21.1,67,39,30,39,64,0.6,25.538050761421346,227
2,20.666666666666668,8.661290322580644,6,24,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,167.5,8.61,20.81,39,67,30,39,64,0.6,25.538050761421346,179
1,21.5,8.744186046511627,17,23,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,177.0,8.91,22.0,54,9,17,16,52,0.6,16.048050761421337,188
2,20.666666666666668,9.0,20,18,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,165.88,8.61,19.88,9,54,17,16,52,0.6,16.048050761421337,186
1,21.0,9.142857142857142,10,23,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,154.15,8.21,18.07,28,7,56,18,26,0.6,-4.471949238578674,192
2,20.666666666666668,6.774193548387096,6,11,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,152.0,7.88,17.0,7,28,56,18,26,0.6,-4.471949238578674,140
1,20.33333333333333,8.213114754098362,12,21,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,144.96,8.36,16.96,158.2,8.55,18.68,14,12,70,14,12,0.6,-3.11194923857866,167
2,20.33333333333333,7.131147540983607,4,13,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,144.96,8.36,16.96,156.18,8.11,16.71,12,14,70,14,12,0.6,-3.11194923857866,145
1,20.5,8.878048780487806,9,22,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.5,8.39,21.38,171.41,8.91,21.3,13,32,15,17,58,0.6,22.42805076142133,182
2,20.166666666666668,9.024793388429751,2,27,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.5,8.39,21.38,148.36,7.97,17.4,32,13,15,17,58,0.6,22.42805076142133,182
1,20.5,7.414634146341464,9,17,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,8.66,20.81,170.4,8.32,20.0,66,64,18,71,61,0.6,16.428050761421332,152
2,19.5,7.846153846153846,8,18,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,8.66,20.81,164.45,8.45,20.0,64,66,18,71,61,0.6,16.428050761421332,153
1,20.666666666666668,8.661290322580644,9,24,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,160.42,8.2,19.65,38,5,17,51,4,0.6,16.048050761421337,179
2,19.33333333333333,9.310344827586208,7,26,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,170.81,9.25,21.27,5,38,17,51,4,0.6,16.048050761421337,180
1,20.33333333333333,8.114754098360656,5,23,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,165.75,8.1,20.75,167.5,8.61,20.81,5,67,52,19,4,0.6,17.678050761421332,165
2,20.666666666666668,7.838709677419354,6,20,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,165.75,8.1,20.75,160.42,8.2,19.65,67,5,52,19,4,0.6,17.678050761421332,162
1,20.166666666666668,7.834710743801651,2,19,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,8.64,20.9,170.4,8.32,20.0,39,64,22,8,61,0.6,24.92805076142133,158
2,20.5,7.7560975609756095,7,17,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,8.64,20.9,174.17,8.85,21.1,64,39,22,8,61,0.6,24.92805076142133,159
1,20.83333333333333,7.728000000000001,16,15,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,170.81,9.25,21.27,7,38,56,18,36,0.6,-4.471949238578674,161
2,20.33333333333333,7.967213114754099,8,19,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,154.15,8.21,18.07,38,7,56,18,36,0.6,-4.471949238578674,162
1,20.166666666666668,9.818181818181818,5,26,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,189.0,9.26,21.5,151.92,8.01,18.46,12,55,4,67,10,0.6,40.92805076142133,198
2,20.666666666666668,8.709677419354838,17,17,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,189.0,9.26,21.5,158.2,8.55,18.68,55,12,4,67,10,0.6,40.92805076142133,180
1,20.666666666666668,8.758064516129032,13,23,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,162.13,8.81,19.4,54,50,35,42,52,0.6,23.06805076142132,181
2,21.0,8.428571428571429,26,19,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,165.88,8.61,19.88,50,54,35,42,52,0.6,23.06805076142132,177
1,20.666666666666668,8.370967741935484,8,19,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,175.5,8.46,21.5,158.07,8.44,19.52,28,29,2,41,27,0.6,27.42805076142133,173
2,20.83333333333333,8.544,11,24,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,175.5,8.46,21.5,152.0,7.88,17.0,29,28,2,41,27,0.6,27.42805076142133,178
1,20.33333333333333,8.163934426229508,5,22,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,188.67,9.35,23.83,171.69,8.75,21.15,9,24,78,6,22,0.6,40.59805076142132,166
2,18.5,9.135135135135137,0,22,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,188.67,9.35,23.83,177.0,8.91,22.0,24,9,78,6,22,0.6,40.59805076142132,169
1,20.33333333333333,9.245901639344265,8,28,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,151.92,8.01,18.46,14,55,17,31,12,0.6,16.048050761421337,188
2,20.166666666666668,8.380165289256198,2,18,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,156.18,8.11,16.71,55,14,17,31,12,0.6,16.048050761421337,169
1,20.666666666666668,8.225806451612902,8,19,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,162.13,8.81,19.4,9,50,17,16,8,0.6,16.048050761421337,170
2,20.666666666666668,7.161290322580645,10,17,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,177.0,8.91,22.0,50,9,17,16,8,0.6,16.048050761421337,148
1,21.166666666666668,7.464566929133857,10,16,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,163.5,8.23,18.89,171.41,8.91,21.3,54,32,38,42,30,0.6,15.428050761421332,158
2,19.33333333333333,8.327586206896552,12,20,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,163.5,8.23,18.89,165.88,8.61,19.88,32,54,38,42,30,0.6,15.428050761421332,161
1,20.166666666666668,7.537190082644628,3,16,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.5,8.39,21.38,148.36,7.97,17.4,24,13,15,17,11,0.6,22.42805076142133,152
2,19.33333333333333,8.068965517241379,10,19,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.5,8.39,21.38,171.69,8.75,21.15,13,24,15,17,11,0.6,22.42805076142133,156
1,20.33333333333333,9.295081967213116,5,24,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,142.3,7.58,15.07,171.41,8.91,21.3,14,32,79,60,12,0.6,-5.771949238578657,189
2,20.666666666666668,7.741935483870967,7,16,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,142.3,7.58,15.07,156.18,8.11,16.71,32,14,79,60,12,0.6,-5.771949238578657,160
1,20.666666666666668,8.516129032258064,9,22,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,156.62,8.26,17.23,167.5,8.61,20.81,28,67,51,44,58,0.6,8.548050761421337,176
2,8.5,7.529411764705882,3,7,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,156.62,8.26,17.23,152.0,7.88,17.0,67,28,51,44,58,0.6,8.548050761421337,64
1,20.5,10.0,10,26,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,171.69,8.75,21.15,54,24,35,42,22,0.6,23.06805076142132,205
2,20.5,10.097560975609756,9,25,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,165.88,8.61,19.88,24,54,35,42,22,0.6,23.06805076142132,207
1,20.33333333333333,7.672131147540984,3,16,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,8.64,20.9,170.81,9.25,21.27,64,38,22,8,36,0.6,24.92805076142133,156
2,20.83333333333333,7.680000000000001,6,19,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,8.64,20.9,170.4,8.32,20.0,38,64,22,8,36,0.6,24.92805076142133,160
1,20.166666666666668,7.338842975206611,10,18,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,8.66,20.81,158.07,8.44,19.52,66,29,18,71,27,0.6,16.428050761421332,148
2,18.5,8.054054054054054,1,20,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,8.66,20.81,164.45,8.45,20.0,29,66,18,71,27,0.6,16.428050761421332,149
1,17.833333333333332,9.588785046728972,10,21,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,144.96,8.36,16.96,162.13,8.81,19.4,12,50,70,14,58,0.6,-3.11194923857866,171
1,20.33333333333333,7.229508196721312,12,14,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,8.64,20.9,170.4,8.32,20.0,29,64,22,8,27,0.6,24.92805076142133,147
2,20.666666666666668,6.677419354838709,12,14,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,8.64,20.9,158.07,8.44,19.52,64,29,22,8,27,0.6,24.92805076142133,138
1,20.5,7.414634146341464,10,12,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,156.62,8.26,17.23,152.0,7.88,17.0,5,28,51,44,26,0.6,8.548050761421337,152
2,19.5,7.948717948717949,12,13,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,156.62,8.26,17.23,160.42,8.2,19.65,28,5,51,44,26,0.6,8.548050761421337,155
1,21.0,10.428571428571429,12,25,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,158.2,8.55,18.68,9,12,17,16,10,0.6,16.048050761421337,219
2,20.5,10.926829268292684,12,30,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,177.0,8.91,22.0,12,9,17,16,10,0.6,16.048050761421337,224
1,21.0,7.428571428571429,12,19,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.5,8.39,21.38,148.36,7.97,17.4,55,13,15,17,58,0.6,22.42805076142133,156
1,20.5,10.097560975609756,14,27,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,163.17,8.23,18.5,171.41,8.91,21.3,50,32,82,67,48,0.6,15.09805076142132,207
2,21.0,8.857142857142858,9,23,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,163.17,8.23,18.5,162.13,8.81,19.4,32,50,82,67,48,0.6,15.09805076142132,186
1,20.0,6.9,3,16,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,8.51,20.05,171.69,8.75,21.15,13,24,72,12,11,0.6,21.478050761421343,138
2,20.5,6.341463414634147,9,13,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,8.51,20.05,148.36,7.97,17.4,24,13,72,12,11,0.6,21.478050761421343,130
1,20.83333333333333,8.928,10,24,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,8.66,20.81,160.42,8.2,19.65,66,5,18,71,4,0.6,16.428050761421332,186
2,18.83333333333333,10.035398230088497,4,28,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,8.66,20.81,164.45,8.45,20.0,5,66,18,71,4,0.6,16.428050761421332,189
1,20.5,7.317073170731708,8,18,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,177.0,8.91,22.0,54,9,35,42,52,0.6,23.06805076142132,150
2,20.33333333333333,6.885245901639345,6,16,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,165.88,8.61,19.88,9,54,35,42,52,0.6,23.06805076142132,140
1,20.166666666666668,8.87603305785124,8,26,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,150.5,8.17,19.25,171.69,8.75,21.15,32,24,50,58,30,0.6,2.428050761421332,179
2,21.0,7.761904761904762,9,19,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,150.5,8.17,19.25,171.41,8.91,21.3,24,32,50,58,30,0.6,2.428050761421332,163
1,20.33333333333333,7.081967213114755,9,17,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,154.15,8.21,18.07,29,7,56,18,27,0.6,-4.471949238578674,144
2,20.0,5.85,1,9,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,158.07,8.44,19.52,7,29,56,18,27,0.6,-4.471949238578674,117
1,20.5,6.146341463414634,5,12,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,142.3,7.58,15.07,151.92,8.01,18.46,14,55,79,60,53,0.6,-5.771949238578657,126
2,18.33333333333333,6.927272727272728,10,12,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,142.3,7.58,15.07,156.18,8.11,16.71,55,14,79,60,53,0.6,-5.771949238578657,127
1,21.0,7.857142857142857,12,20,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,151.36,8.31,19.16,158.07,8.44,19.52,38,29,24,40,36,0.6,3.2880507614213457,165
2,14.5,7.379310344827586,7,12,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,151.36,8.31,19.16,170.81,9.25,21.27,29,38,24,40,36,0.6,3.2880507614213457,107
1,20.666666666666668,8.661290322580644,5,22,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,170.4,8.32,20.0,67,64,30,39,64,0.6,25.538050761421346,179
2,18.5,8.108108108108109,14,18,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,167.5,8.61,20.81,64,67,30,39,64,0.6,25.538050761421346,150
1,20.33333333333333,7.672131147540984,7,17,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,171.41,8.91,21.3,54,32,35,42,52,0.6,23.06805076142132,156
2,21.166666666666668,6.661417322834645,10,13,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,165.88,8.61,19.88,32,54,35,42,52,0.6,23.06805076142132,141
1,21.0,10.80952380952381,13,33,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,178.67,9.33,23.27,160.42,8.2,19.65,39,5,81,52,37,0.6,30.59805076142132,227
2,20.166666666666668,11.008264462809915,5,34,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,178.67,9.33,23.27,174.17,8.85,21.1,5,39,81,52,37,0.6,30.59805076142132,222
1,20.83333333333333,5.952,9,10,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,177.0,8.91,22.0,14,9,17,16,8,0.6,16.048050761421337,124
2,14.666666666666666,8.795454545454545,8,18,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,156.18,8.11,16.71,9,14,17,16,8,0.6,16.048050761421337,129
1,8.666666666666666,10.038461538461538,9,11,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,144.96,8.36,16.96,158.2,8.55,18.68,55,12,70,14,58,0.6,-3.11194923857866,87
1,20.33333333333333,9.59016393442623,7,25,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,178.67,9.33,23.27,174.17,8.85,21.1,38,39,81,52,37,0.6,30.59805076142132,195
2,5.333333333333333,9.75,8,8,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,178.67,9.33,23.27,170.81,9.25,21.27,39,38,81,52,37,0.6,30.59805076142132,52
1,21.33333333333333,10.921875,19,31,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,164.45,8.45,20.0,67,66,30,39,64,0.6,25.538050761421346,233
2,20.83333333333333,9.408,13,24,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,167.5,8.61,20.81,66,67,30,39,64,0.6,25.538050761421346,196
1,20.5,8.487804878048781,6,17,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,156.62,8.26,17.23,154.15,8.21,18.07,28,7,51,44,26,0.6,8.548050761421337,174
2,21.0,6.809523809523809,7,11,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,156.62,8.26,17.23,152.0,7.88,17.0,7,28,51,44,26,0.6,8.548050761421337,143
1,16.166666666666668,10.02061855670103,2,19,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.42,9.03,22.08,162.13,8.81,19.4,32,50,77,64,48,0.6,22.34805076142132,162
2,17.0,9.764705882352942,14,24,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.42,9.03,22.08,171.41,8.91,21.3,50,32,77,64,48,0.6,22.34805076142132,166
