innings_number,overs_bowled,run_rate,extras,boundaries_total,is_first_innings,is_high_scoring_venue,team_batting_avg,team_strike_rate,team_centuries,team_fifties,team_bowling_avg,team_economy,team_wickets,team_maidens,team_batsmen,team_bowlers,team_allrounders,team_wicketkeepers,venue_avg_runs,venue_avg_rr,venue_avg_boundaries,opp_avg_runs,opp_avg_rr,opp_avg_boundaries,team_encoded,opposition_encoded,venue_encoded,city_encoded,match_outcome_encoded,team_balance,venue_advantage,total_runs
1,21.0,8.380952380952381,12,22,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,151.92,8.01,18.46,24,55,17,31,58,0.6,16.048050761421337,176
2,8.333333333333334,10.44,3,11,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,171.69,8.75,21.15,55,24,17,31,58,0.6,16.048050761421337,87
1,20.33333333333333,9.688524590163937,4,25,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,8.64,20.9,160.42,8.2,19.65,64,5,22,8,61,0.6,24.92805076142133,197
2,20.83333333333333,8.496,6,20,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,8.64,20.9,170.4,8.32,20.0,5,64,22,8,61,0.6,24.92805076142133,177
1,21.166666666666668,8.31496062992126,12,20,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,148.36,7.97,17.4,12,13,17,10,10,0.6,16.048050761421337,176
2,20.83333333333333,7.248,8,13,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,158.2,8.55,18.68,13,12,17,10,10,0.6,16.048050761421337,151
1,18.5,6.648648648648648,3,16,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,174.17,8.85,21.1,7,39,56,18,37,0.6,-4.471949238578674,123
2,16.5,7.818181818181818,3,16,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,154.15,8.21,18.07,39,7,56,18,37,0.6,-4.471949238578674,129
1,20.83333333333333,7.296,8,16,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,154.15,8.21,18.07,67,7,30,39,64,0.6,25.538050761421346,152
2,20.5,6.243902439024391,8,13,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,167.5,8.61,20.81,7,67,30,39,64,0.6,25.538050761421346,128
1,20.666666666666668,9.870967741935484,15,27,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.42,9.03,22.08,156.18,8.11,16.71,50,14,77,64,48,0.6,22.34805076142132,204
2,20.166666666666668,9.421487603305785,6,24,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.42,9.03,22.08,162.13,8.81,19.4,14,50,77,64,48,0.6,22.34805076142132,190
1,20.33333333333333,10.229508196721312,4,27,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,178.67,9.33,23.27,174.17,8.85,21.1,66,39,81,52,63,0.6,30.59805076142132,208
2,20.33333333333333,9.59016393442623,5,30,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,178.67,9.33,23.27,164.45,8.45,20.0,39,66,81,52,63,0.6,30.59805076142132,195
1,20.33333333333333,9.688524590163937,5,25,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,8.51,20.05,171.69,8.75,21.15,50,24,72,12,22,0.6,21.478050761421343,197
2,17.333333333333332,10.442307692307692,8,25,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,8.51,20.05,162.13,8.81,19.4,24,50,72,12,22,0.6,21.478050761421343,181
1,20.666666666666668,9.82258064516129,14,26,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,163.5,8.23,18.89,177.0,8.91,22.0,32,9,38,42,30,0.6,15.428050761421332,203
2,16.666666666666668,7.859999999999999,2,15,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,163.5,8.23,18.89,171.41,8.91,21.3,9,32,38,42,30,0.6,15.428050761421332,131
1,20.33333333333333,7.770491803278689,6,21,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,170.81,9.25,21.27,66,38,17,51,36,0.6,16.048050761421337,158
2,18.166666666666668,8.807339449541283,3,22,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,164.45,8.45,20.0,38,66,17,51,36,0.6,16.048050761421337,160
1,18.0,7.555555555555555,8,19,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,151.92,8.01,18.46,32,55,17,31,58,0.6,16.048050761421337,136
1,7.5,11.733333333333333,6,15,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,151.36,8.31,19.16,154.15,8.21,18.07,29,7,24,40,6,0.6,3.2880507614213457,88
2,7.333333333333333,12.272727272727272,10,12,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,151.36,8.31,19.16,158.07,8.44,19.52,7,29,24,40,6,0.6,3.2880507614213457,90
1,20.166666666666668,8.628099173553718,10,18,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,156.18,8.11,16.71,13,14,17,10,12,0.6,16.048050761421337,174
2,12.0,10.083333333333334,8,17,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,148.36,7.97,17.4,14,13,17,10,12,0.6,16.048050761421337,121
1,20.5,10.878048780487806,15,32,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,178.67,9.33,23.27,174.17,8.85,21.1,67,39,81,52,37,0.6,30.59805076142132,223
2,19.33333333333333,11.63793103448276,2,38,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,178.67,9.33,23.27,167.5,8.61,20.81,39,67,81,52,37,0.6,30.59805076142132,225
1,20.83333333333333,9.648,10,23,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,8.66,20.81,164.45,8.45,20.0,7,66,18,71,63,0.6,16.428050761421332,201
2,18.83333333333333,10.831858407079649,9,29,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,8.66,20.81,154.15,8.21,18.07,66,7,18,71,63,0.6,16.428050761421332,204
1,20.0,5.2,1,8,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,160.42,8.2,19.65,29,5,17,23,4,0.6,16.048050761421337,104
2,13.833333333333334,7.734939759036144,1,16,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,158.07,8.44,19.52,5,29,17,23,4,0.6,16.048050761421337,107
1,21.5,9.255813953488373,18,25,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,8.51,20.05,171.69,8.75,21.15,12,24,72,12,10,0.6,21.478050761421343,199
2,21.0,8.285714285714286,8,17,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,8.51,20.05,158.2,8.55,18.68,24,12,72,12,10,0.6,21.478050761421343,174
1,8.5,12.0,10,15,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.42,9.03,22.08,151.92,8.01,18.46,50,55,77,64,48,0.6,22.34805076142132,102
2,8.166666666666666,8.693877551020408,8,8,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.42,9.03,22.08,162.13,8.81,19.4,55,50,77,64,48,0.6,22.34805076142132,71
1,20.666666666666668,8.419354838709676,6,17,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,8.64,20.9,170.4,8.32,20.0,28,64,22,8,61,0.6,24.92805076142133,174
2,19.83333333333333,8.873949579831933,2,24,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,8.64,20.9,152.0,7.88,17.0,64,28,22,8,61,0.6,24.92805076142133,176
1,20.5,8.390243902439025,11,21,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,170.81,9.25,21.27,64,38,17,51,61,0.6,16.048050761421337,172
2,20.33333333333333,8.360655737704919,4,22,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,170.4,8.32,20.0,38,64,17,51,61,0.6,16.048050761421337,170
1,20.5,7.7560975609756095,7,12,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,142.3,7.58,15.07,156.18,8.11,16.71,24,14,79,60,22,0.6,-5.771949238578657,159
2,20.666666666666668,7.451612903225806,6,18,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,142.3,7.58,15.07,171.69,8.75,21.15,14,24,79,60,22,0.6,-5.771949238578657,154
1,20.666666666666668,10.161290322580644,14,30,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,151.36,8.31,19.16,158.07,8.44,19.52,39,29,24,40,58,0.6,3.2880507614213457,210
1,21.0,7.142857142857143,12,16,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,144.96,8.36,16.96,158.2,8.55,18.68,13,12,70,14,11,0.6,-3.11194923857866,150
2,5.333333333333333,6.0,3,6,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,144.96,8.36,16.96,148.36,7.97,17.4,12,13,70,14,11,0.6,-3.11194923857866,32
1,20.666666666666668,7.64516129032258,11,17,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,152.0,7.88,17.0,38,28,17,51,36,0.6,16.048050761421337,158
2,20.0,7.35,1,19,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,170.81,9.25,21.27,28,38,17,51,36,0.6,16.048050761421337,147
1,20.166666666666668,7.338842975206611,7,19,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,151.92,8.01,18.46,54,55,17,31,53,0.6,16.048050761421337,148
2,14.0,10.714285714285714,5,26,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,165.88,8.61,19.88,55,54,17,31,53,0.6,16.048050761421337,150
1,21.0,8.571428571428571,7,21,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,160.42,8.2,19.65,67,5,30,39,4,0.6,25.538050761421346,180
2,20.666666666666668,8.903225806451612,17,21,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,167.5,8.61,20.81,5,67,30,39,4,0.6,25.538050761421346,184
1,19.83333333333333,6.857142857142858,10,13,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,163.5,8.23,18.89,156.18,8.11,16.71,32,14,38,42,12,0.6,15.428050761421332,136
2,18.666666666666668,7.3392857142857135,15,15,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,163.5,8.23,18.89,171.41,8.91,21.3,14,32,38,42,12,0.6,15.428050761421332,137
1,21.5,8.046511627906977,18,19,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,151.36,8.31,19.16,158.07,8.44,19.52,28,29,24,40,26,0.6,3.2880507614213457,173
2,20.666666666666668,8.17741935483871,7,19,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,151.36,8.31,19.16,152.0,7.88,17.0,29,28,24,40,26,0.6,3.2880507614213457,169
1,20.666666666666668,9.14516129032258,6,23,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,160.42,8.2,19.65,39,5,17,23,37,0.6,16.048050761421337,189
2,20.666666666666668,8.758064516129032,10,22,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,174.17,8.85,21.1,5,39,17,23,37,0.6,16.048050761421337,181
1,20.666666666666668,7.596774193548387,6,15,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,167.5,8.61,20.81,7,67,56,18,6,0.6,-4.471949238578674,157
2,20.83333333333333,7.488,12,18,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,154.15,8.21,18.07,67,7,56,18,6,0.6,-4.471949238578674,156
1,20.166666666666668,7.239669421487603,8,15,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,148.36,7.97,17.4,50,13,17,10,11,0.6,16.048050761421337,146
2,18.5,8.216216216216216,2,19,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,162.13,8.81,19.4,13,50,17,10,11,0.6,16.048050761421337,152
1,21.166666666666668,7.700787401574803,20,19,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,8.51,20.05,151.92,8.01,18.46,24,55,72,12,53,0.6,21.478050761421343,163
2,19.83333333333333,8.420168067226891,14,21,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,8.51,20.05,171.69,8.75,21.15,55,24,72,12,53,0.6,21.478050761421343,167
1,20.83333333333333,8.688,12,24,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,165.88,8.61,19.88,12,54,35,42,10,0.6,23.06805076142132,181
2,20.33333333333333,8.606557377049182,6,23,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,158.2,8.55,18.68,54,12,35,42,10,0.6,23.06805076142132,175
1,20.5,9.268292682926829,14,23,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,8.64,20.9,170.4,8.32,20.0,66,64,22,8,63,0.6,24.92805076142133,190
2,20.83333333333333,8.88,13,19,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.0,8.64,20.9,164.45,8.45,20.0,64,66,22,8,63,0.6,24.92805076142133,185
1,20.33333333333333,8.262295081967213,7,17,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,142.3,7.58,15.07,177.0,8.91,22.0,14,9,79,60,8,0.6,-5.771949238578657,168
2,19.83333333333333,8.521008403361344,3,21,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,142.3,7.58,15.07,156.18,8.11,16.71,9,14,79,60,8,0.6,-5.771949238578657,169
1,20.0,9.15,11,20,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,178.67,9.33,23.27,174.17,8.85,21.1,7,39,81,52,37,0.6,30.59805076142132,183
2,14.666666666666666,12.545454545454549,11,31,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,178.67,9.33,23.27,154.15,8.21,18.07,39,7,81,52,37,0.6,30.59805076142132,184
1,21.0,9.285714285714286,9,26,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,8.66,20.81,164.45,8.45,20.0,38,66,18,71,36,0.6,16.428050761421332,195
2,20.666666666666668,8.274193548387096,5,20,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,8.66,20.81,170.81,9.25,21.27,66,38,18,71,36,0.6,16.428050761421332,171
1,20.666666666666668,7.596774193548387,6,19,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.42,9.03,22.08,162.13,8.81,19.4,54,50,77,64,48,0.6,22.34805076142132,157
2,19.666666666666668,8.033898305084746,11,18,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.42,9.03,22.08,165.88,8.61,19.88,50,54,77,64,48,0.6,22.34805076142132,158
1,20.166666666666668,5.851239669421488,6,9,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,142.3,7.58,15.07,156.18,8.11,16.71,12,14,79,60,12,0.6,-5.771949238578657,118
2,14.0,8.5,3,17,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,142.3,7.58,15.07,158.2,8.55,18.68,14,12,79,60,12,0.6,-5.771949238578657,119
1,20.83333333333333,7.056,9,12,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,163.5,8.23,18.89,151.92,8.01,18.46,32,55,38,42,30,0.6,15.428050761421332,147
2,20.33333333333333,7.131147540983607,8,14,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,163.5,8.23,18.89,171.41,8.91,21.3,55,32,38,42,30,0.6,15.428050761421332,145
1,20.166666666666668,8.28099173553719,5,18,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,8.51,20.05,156.18,8.11,16.71,24,14,72,12,12,0.6,21.478050761421343,167
2,18.5,9.243243243243244,13,23,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,8.51,20.05,171.69,8.75,21.15,14,24,72,12,12,0.6,21.478050761421343,171
1,20.33333333333333,8.852459016393443,11,22,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,178.67,9.33,23.27,174.17,8.85,21.1,64,39,81,52,37,0.6,30.59805076142132,180
2,19.166666666666668,9.54782608695652,13,25,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,178.67,9.33,23.27,170.4,8.32,20.0,39,64,81,52,37,0.6,30.59805076142132,183
1,21.0,7.857142857142857,10,17,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,164.45,8.45,20.0,7,66,56,18,6,0.6,-4.471949238578674,165
2,21.166666666666668,7.181102362204724,12,13,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,154.15,8.21,18.07,66,7,56,18,6,0.6,-4.471949238578674,152
1,20.83333333333333,8.256,7,18,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,171.41,8.91,21.3,9,32,17,16,8,0.6,16.048050761421337,172
2,20.5,7.951219512195122,6,21,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,177.0,8.91,22.0,32,9,17,16,8,0.6,16.048050761421337,163
1,20.5,9.414634146341465,9,19,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,170.81,9.25,21.27,29,38,17,51,27,0.6,16.048050761421337,193
2,20.33333333333333,7.131147540983607,7,16,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,158.07,8.44,19.52,38,29,17,51,27,0.6,16.048050761421337,145
1,19.83333333333333,6.957983193277311,12,16,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,151.92,8.01,18.46,13,55,17,31,53,0.6,16.048050761421337,138
2,18.0,7.722222222222222,6,16,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,148.36,7.97,17.4,55,13,17,31,53,0.6,16.048050761421337,139
1,21.0,8.666666666666666,19,20,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,152.0,7.88,17.0,67,28,30,39,64,0.6,25.538050761421346,182
2,20.5,7.951219512195122,5,18,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,167.5,8.61,20.81,28,67,30,39,64,0.6,25.538050761421346,163
1,19.666666666666668,7.576271186440677,13,19,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.42,9.03,22.08,171.69,8.75,21.15,50,24,77,64,22,0.6,22.34805076142132,149
2,19.0,7.947368421052632,7,15,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.42,9.03,22.08,162.13,8.81,19.4,24,50,77,64,22,0.6,22.34805076142132,151
1,20.33333333333333,8.950819672131148,9,26,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,151.36,8.31,19.16,158.07,8.44,19.52,67,29,24,40,27,0.6,3.2880507614213457,182
2,20.5,8.926829268292684,12,24,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,151.36,8.31,19.16,167.5,8.61,20.81,29,67,24,40,27,0.6,3.2880507614213457,183
1,19.666666666666668,7.372881355932203,1,18,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,8.66,20.81,164.45,8.45,20.0,39,66,18,71,37,0.6,16.428050761421332,145
2,20.33333333333333,6.59016393442623,9,11,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.5,8.66,20.81,174.17,8.85,21.1,66,39,18,71,37,0.6,16.428050761421332,134
1,20.33333333333333,9.491803278688526,7,21,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,151.92,8.01,18.46,54,55,35,42,52,0.6,23.06805076142132,193
2,21.5,8.186046511627907,17,20,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,165.88,8.61,19.88,55,54,35,42,52,0.6,23.06805076142132,176
1,20.33333333333333,5.950819672131148,4,8,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,177.0,8.91,22.0,13,9,17,10,8,0.6,16.048050761421337,121
2,16.833333333333332,7.247524752475248,3,18,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,148.36,7.97,17.4,9,13,17,10,8,0.6,16.048050761421337,122
1,20.83333333333333,6.96,7,13,1,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,170.4,8.32,20.0,7,64,56,18,61,0.6,-4.471949238578674,145
2,14.833333333333334,9.97752808988764,1,19,0,0,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,143.6,7.34,14.97,154.15,8.21,18.07,64,7,56,18,61,0.6,-4.471949238578674,148
1,20.666666666666668,8.854838709677418,11,21,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.42,9.03,22.08,162.13,8.81,19.4,12,50,77,64,10,0.6,22.34805076142132,183
2,20.5,8.878048780487806,6,24,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,170.42,9.03,22.08,158.2,8.55,18.68,50,12,77,64,10,0.6,22.34805076142132,182
1,20.166666666666668,7.983471074380165,8,15,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,163.17,8.23,18.5,148.36,7.97,17.4,32,13,82,67,30,0.6,15.09805076142132,161
2,15.833333333333334,6.315789473684211,2,9,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,163.17,8.23,18.5,171.41,8.91,21.3,13,32,82,67,30,0.6,15.09805076142132,100
1,21.0,7.666666666666667,7,18,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,160.42,8.2,19.65,7,5,17,23,4,0.6,16.048050761421337,161
2,20.5,8.0,10,18,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,154.15,8.21,18.07,5,7,17,23,4,0.6,16.048050761421337,164
1,20.0,6.35,3,13,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,156.62,8.26,17.23,152.0,7.88,17.0,66,28,51,44,26,0.6,8.548050761421337,127
2,17.666666666666668,7.245283018867924,3,12,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,156.62,8.26,17.23,164.45,8.45,20.0,28,66,51,44,26,0.6,8.548050761421337,128
1,20.33333333333333,10.868852459016392,5,28,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,177.0,8.91,22.0,24,9,17,16,22,0.6,16.048050761421337,221
2,20.33333333333333,10.327868852459018,7,26,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,164.12,8.51,20.33,171.69,8.75,21.15,9,24,17,16,22,0.6,16.048050761421337,210
1,20.33333333333333,6.836065573770492,8,13,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,151.36,8.31,19.16,158.07,8.44,19.52,5,29,24,40,27,0.6,3.2880507614213457,139
2,19.0,7.526315789473684,10,17,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,151.36,8.31,19.16,160.42,8.2,19.65,29,5,24,40,27,0.6,3.2880507614213457,143
1,20.33333333333333,6.39344262295082,5,13,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,165.88,8.61,19.88,13,54,35,42,52,0.6,23.06805076142132,130
2,20.0,6.7,10,11,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,171.14,9.04,20.76,148.36,7.97,17.4,54,13,35,42,52,0.6,23.06805076142132,134
1,20.83333333333333,12.48,11,39,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,170.81,9.25,21.27,67,38,30,39,64,0.6,25.538050761421346,260
2,15.333333333333334,8.869565217391305,12,17,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,173.61,8.7,21.25,167.5,8.61,20.81,38,67,30,39,64,0.6,25.538050761421346,136
1,20.666666666666668,7.451612903225806,13,16,1,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,8.51,20.05,171.69,8.75,21.15,54,24,72,12,52,0.6,21.478050761421343,154
2,20.666666666666668,6.967741935483871,6,17,0,1,25.0,120.0,0.0,0.0,30.0,7.0,0.0,0.0,6,4,1,1,169.55,8.51,20.05,165.88,8.61,19.88,24,54,72,12,52,0.6,21.478050761421343,144
