team_id,opposition,h2h_matches,h2h_avg_runs,h2h_win_rate,h2h_strength
77,Islamabad United,24,151.04,0.25,1.12
77,Lahore Qalandars,23,156.65,0.61,1.17
77,Multan Sultans,16,158.62,0.44,1.18
77,Peshawar Zalmi,22,157.59,0.36,1.17
77,Quetta Gladiators,20,150.7,0.35,1.12
78,Essex,23,177.87,0.57,1.32
78,Glamorgan,9,154.22,0.11,1.15
78,Gloucestershire,22,152.41,0.36,1.13
78,Hampshire,19,160.05,0.58,1.19
78,Middlesex,18,180.89,0.56,1.35
78,Somerset,23,172.39,0.65,1.28
78,Surrey,24,162.75,0.46,1.21
78,Sussex,22,151.32,0.41,1.13
79,Bermuda,2,131.5,1.0,0.98
79,Botswana,10,111.2,0.9,0.83
79,Canada,5,139.6,0.8,1.04
79,Ghana,2,128.0,1.0,0.95
79,Ireland,5,96.2,0.0,0.72
79,Lesotho,2,235.5,1.0,1.75
79,Malaysia,1,88.0,0.0,0.66
79,Nepal,5,142.6,0.2,1.06
79,Netherlands,5,124.8,0.4,0.93
79,New Zealand,1,73.0,0.0,0.54
79,Papua New Guinea,2,124.5,0.0,0.93
79,Qatar,2,100.0,0.5,0.74
79,Rwanda,26,113.31,0.62,0.84
79,Scotland,4,129.25,0.25,0.96
79,Seychelles,3,112.33,1.0,0.84
79,Singapore,1,159.0,1.0,1.18
79,Sri Lanka,2,87.5,0.0,0.65
79,Uganda,26,122.81,0.27,0.91
79,United Arab Emirates,2,122.5,0.5,0.91
79,Zimbabwe,5,95.6,0.0,0.71
80,Boland,2,171.5,1.0,1.28
80,Cape Cobras,15,148.13,0.2,1.1
80,Dolphins,16,134.88,0.31,1.0
80,Lions,16,132.88,0.31,0.99
80,Titans,18,157.78,0.39,1.17
80,Warriors,16,137.38,0.5,1.02
80,Western Province,3,134.0,0.33,1.0
81,Ace Capital Cricket Club,1,81.0,0.0,0.6
81,Colombo Cricket Club,1,56.0,0.0,0.42
81,Colts Cricket Club,1,89.0,0.0,0.66
82,Bahrain,14,153.57,0.71,1.14
82,Bhutan,4,91.75,0.5,0.68
82,Cambodia,1,144.0,1.0,1.07
82,Hong Kong,14,107.36,0.29,0.8
82,Malaysia,11,100.55,0.18,0.75
82,Myanmar,7,105.43,0.71,0.79
82,Nepal,9,93.67,0.11,0.7
82,Oman,5,124.0,0.2,0.92
82,Qatar,9,135.11,0.67,1.01
82,Saudi Arabia,8,127.38,0.75,0.95
82,United Arab Emirates,11,114.18,0.09,0.85
83,Warriors,1,88.0,0.0,0.66
84,Karachi Kings,23,150.09,0.3,1.12
84,Multan Sultans,21,161.29,0.48,1.2
84,Peshawar Zalmi,22,144.73,0.41,1.08
84,Quetta Gladiators,21,166.0,0.52,1.24
85,Birmingham Bears,7,151.57,0.43,1.13
85,Derbyshire,21,174.14,0.76,1.3
85,Durham,24,155.17,0.62,1.16
85,Kent,3,144.0,1.0,1.07
85,Leicestershire,17,153.24,0.71,1.14
85,Northamptonshire,15,160.8,0.6,1.2
85,Nottinghamshire,17,159.06,0.41,1.18
85,Somerset,2,171.5,0.0,1.28
85,Sussex,2,127.0,0.5,0.95
85,Worcestershire,20,166.5,0.65,1.24
85,Yorkshire,21,179.24,0.57,1.33
86,Jamaica,1,46.0,0.0,0.34
87,Birmingham Bears,9,158.33,0.33,1.18
87,Derbyshire,23,155.65,0.35,1.16
87,Durham,23,144.0,0.52,1.07
87,Glamorgan,1,123.0,0.0,0.92
87,Lancashire,18,150.83,0.28,1.12
87,Northamptonshire,20,157.55,0.3,1.17
87,Nottinghamshire,21,158.81,0.43,1.18
87,Worcestershire,15,153.73,0.53,1.14
87,Yorkshire,17,172.65,0.47,1.29
88,Botswana,6,57.17,0.0,0.43
88,Cameroon,2,48.5,0.0,0.36
88,Mali,2,143.0,1.0,1.06
88,Mozambique,5,88.4,0.0,0.66
88,Rwanda,3,40.33,0.0,0.3
88,Seychelles,1,131.0,0.0,0.98
88,St Helena,1,81.0,0.0,0.6
89,Boland,3,157.0,0.67,1.17
89,Cape Cobras,15,148.8,0.53,1.11
89,Dolphins,14,145.21,0.71,1.08
89,Knights,15,119.2,0.53,0.89
89,North West,3,156.33,0.33,1.16
89,Titans,19,143.79,0.53,1.07
89,Warriors,19,145.53,0.47,1.08
90,Austria,7,113.29,0.29,0.84
90,Bulgaria,2,175.5,1.0,1.31
90,Czech Republic,4,144.0,0.25,1.07
90,Denmark,1,50.0,0.0,0.37
90,France,4,139.75,0.25,1.04
90,Gibraltar,2,156.5,0.5,1.17
90,Israel,1,172.0,0.0,1.28
90,Romania,4,142.0,0.25,1.06
90,Switzerland,7,114.29,0.29,0.85
91,Gulf Giants,7,160.86,0.43,1.2
91,Sharjah Warriorz,3,165.33,0.33,1.23
92,Bahrain,7,110.14,0.0,0.82
92,Botswana,4,94.0,0.0,0.7
92,Cameroon,5,80.0,1.0,0.6
92,Kenya,4,62.5,0.0,0.47
92,Lesotho,5,134.8,1.0,1.0
92,Mozambique,1,104.0,0.0,0.77
92,Sierra Leone,3,88.67,0.0,0.66
92,St Helena,2,84.5,0.5,0.63
92,Swaziland,2,101.5,1.0,0.76
92,Tanzania,3,94.33,0.0,0.7
92,Uganda,3,61.0,0.0,0.45
93,Bangladesh,5,68.2,0.0,0.51
93,Bhutan,5,125.4,1.0,0.93
93,China,5,42.0,0.8,0.31
93,Hong Kong,24,124.21,0.5,0.92
93,Indonesia,1,81.0,1.0,0.6
93,Kuwait,11,118.91,0.82,0.89
93,Maldives,4,135.25,0.75,1.01
93,Mongolia,1,35.0,1.0,0.26
93,Myanmar,3,102.67,1.0,0.76
93,Namibia,2,69.5,0.0,0.52
93,Pakistan,2,43.5,0.0,0.32
93,Qatar,7,101.43,0.57,0.76
93,Saudi Arabia,5,151.4,0.6,1.13
93,Singapore,25,148.24,0.8,1.1
93,Thailand,14,85.57,0.57,0.64
93,United Arab Emirates,10,67.6,0.0,0.5
94,Bhutan,9,109.89,0.44,0.82
94,Hong Kong,2,76.0,0.0,0.57
94,Malaysia,3,88.67,0.0,0.66
94,Mongolia,1,178.0,1.0,1.33
94,Nepal,6,43.83,0.0,0.33
94,Oman,2,115.5,0.0,0.86
94,Qatar,4,110.25,0.0,0.82
94,Saudi Arabia,4,95.25,0.0,0.71
94,Thailand,6,120.5,0.33,0.9
95,Botswana,1,37.0,0.0,0.28
95,Ghana,1,24.0,0.0,0.18
95,Malawi,1,43.0,0.0,0.32
95,Rwanda,2,18.0,0.0,0.13
96,Belgium,10,112.9,0.2,0.84
96,Bulgaria,3,176.33,1.0,1.31
96,Cyprus,1,128.0,0.0,0.95
96,Estonia,4,190.5,0.5,1.42
96,Gibraltar,8,156.38,0.75,1.16
96,Israel,1,136.0,1.0,1.01
96,Romania,11,159.09,0.45,1.18
97,Argentina,3,107.67,0.0,0.8
97,Bahamas,1,71.0,0.0,0.53
97,Costa Rica,9,93.0,0.67,0.69
97,Panama,2,86.0,0.0,0.64
98,Essex,23,161.26,0.39,1.2
98,Glamorgan,16,151.5,0.31,1.13
98,Gloucestershire,21,168.33,0.24,1.25
98,Hampshire,22,155.73,0.32,1.16
98,Kent,17,170.53,0.35,1.27
98,Nottinghamshire,1,160.0,0.0,1.19
98,Somerset,16,161.0,0.31,1.2
98,Surrey,23,164.65,0.3,1.23
98,Sussex,18,156.33,0.17,1.16
99,Hong Kong,3,36.67,0.0,0.27
99,Indonesia,6,34.67,0.0,0.26
99,Malaysia,1,31.0,0.0,0.23
99,Maldives,1,61.0,0.0,0.45
99,Myanmar,3,57.0,0.0,0.42
99,Philippines,2,69.5,0.0,0.52
100,Badureliya Sports Club,2,109.5,1.0,0.82
100,Bloomfield Cricket and Athletic Club,2,113.0,0.5,0.84
100,Colombo Cricket Club,2,98.5,0.5,0.73
101,Botswana,9,72.56,0.0,0.54
101,Eswatini,12,127.75,0.58,0.95
101,Gambia,2,135.0,1.0,1.01
101,Malawi,1,108.0,1.0,0.8
101,Namibia,2,64.5,0.0,0.48
101,Rwanda,5,71.6,0.2,0.53
101,Tanzania,3,88.0,0.0,0.66
102,Karachi Kings,17,150.12,0.41,1.12
102,Lahore Qalandars,21,170.29,0.52,1.27
102,Peshawar Zalmi,18,171.67,0.61,1.28
102,Quetta Gladiators,15,167.2,0.6,1.25
103,Bhutan,5,92.8,0.8,0.69
103,Cambodia,1,72.0,0.0,0.54
103,China,3,62.67,0.0,0.47
103,Indonesia,6,93.5,0.0,0.7
103,Kuwait,7,95.43,0.29,0.71
103,Mongolia,3,107.0,1.0,0.8
103,Singapore,9,79.78,0.78,0.59
103,Thailand,3,32.67,0.0,0.24
104,Bermuda,1,111.0,1.0,0.83
104,Botswana,13,131.08,0.92,0.98
104,Canada,4,112.75,1.0,0.84
104,England,1,84.0,0.0,0.63
104,Hong Kong,7,106.43,0.43,0.79
104,Ireland,5,127.6,0.2,0.95
104,Italy,2,113.5,0.5,0.85
104,Kenya,4,113.75,0.5,0.85
104,Malaysia,2,73.5,1.0,0.55
104,Nepal,5,128.0,0.6,0.95
104,Netherlands,11,112.09,0.18,0.83
104,New Zealand,1,111.0,0.0,0.83
104,Nigeria,8,100.38,0.75,0.75
104,Oman,9,129.0,0.44,0.96
104,Pakistan,1,144.0,0.0,1.07
104,Scotland,5,126.8,0.6,0.94
104,Sierra Leone,4,117.0,1.0,0.87
104,St Helena,1,180.0,1.0,1.34
104,Tanzania,6,100.83,0.83,0.75
104,Thailand,3,65.67,0.0,0.49
104,Uganda,27,111.78,0.59,0.83
104,United Arab Emirates,16,111.62,0.38,0.83
104,United States of America,4,133.75,0.25,1.0
104,Zimbabwe,29,123.79,0.41,0.92
105,Ace Capital Cricket Club,1,152.0,1.0,1.13
105,Tamil Union Cricket and Athletic Club,1,76.0,0.0,0.57
106,Bangladesh,3,87.0,0.0,0.65
106,Bhutan,6,108.5,1.0,0.81
106,Hong Kong,21,104.33,0.57,0.78
106,India,2,137.5,0.0,1.02
106,Japan,2,114.0,1.0,0.85
106,Jersey,1,105.0,0.0,0.78
106,Kenya,5,149.6,0.8,1.11
106,Kuwait,9,101.22,0.89,0.75
106,Malaysia,21,121.05,0.81,0.9
106,Maldives,6,94.67,1.0,0.7
106,Netherlands,19,126.0,0.26,0.94
106,Oman,9,119.44,0.56,0.89
106,Qatar,7,142.86,0.86,1.06
106,Saudi Arabia,1,75.0,1.0,0.56
106,Scotland,3,131.33,0.33,0.98
106,Singapore,4,102.75,0.5,0.77
106,Thailand,10,80.7,0.2,0.6
106,United Arab Emirates,16,119.38,0.56,0.89
106,United States of America,5,123.2,0.6,0.92
106,Zimbabwe,2,126.0,0.0,0.94
107,Bangladesh,8,121.25,0.12,0.9
107,Canada,5,146.4,0.8,1.09
107,Denmark,1,110.0,1.0,0.82
107,England,2,148.0,1.0,1.1
107,Germany,4,174.5,1.0,1.3
107,India,1,123.0,0.0,0.92
107,Ireland,29,120.48,0.28,0.9
107,Italy,7,112.43,1.0,0.84
107,Kenya,5,135.8,0.6,1.01
107,Nepal,20,129.85,0.5,0.97
107,Oman,7,144.86,0.57,1.08
107,Pakistan,3,78.67,0.0,0.59
107,Papua New Guinea,6,113.17,0.33,0.84
107,Scotland,30,121.03,0.37,0.9
107,South Africa,3,133.33,0.33,0.99
107,Sri Lanka,5,79.6,0.0,0.59
107,Thailand,11,86.73,0.27,0.65
107,Uganda,2,152.5,0.5,1.14
107,United Arab Emirates,12,117.42,0.42,0.87
107,United States of America,8,150.0,1.0,1.12
107,Zimbabwe,8,119.75,0.38,0.89
108,Australia,46,136.22,0.24,1.01
108,Bangladesh,25,145.96,0.8,1.09
108,England,52,134.79,0.25,1.0
108,India,35,143.74,0.46,1.07
108,Ireland,9,165.11,1.0,1.23
108,Netherlands,3,149.67,1.0,1.11
108,Pakistan,59,145.39,0.53,1.08
108,Papua New Guinea,1,79.0,1.0,0.59
108,Scotland,4,185.25,1.0,1.38
108,South Africa,33,145.12,0.52,1.08
108,Sri Lanka,43,132.26,0.6,0.98
108,West Indies,35,139.29,0.54,1.04
108,Zimbabwe,8,152.75,1.0,1.14
109,Botswana,8,116.38,0.88,0.87
109,Cameroon,3,66.0,1.0,0.49
109,Eswatini,2,179.5,1.0,1.34
109,Ghana,5,129.4,1.0,0.96
109,Hong Kong,1,81.0,0.0,0.6
109,Ireland,1,66.0,0.0,0.49
109,Ivory Coast,1,271.0,1.0,2.02
109,Kenya,15,121.33,0.2,0.9
109,Namibia,8,87.0,0.25,0.65
109,Sierra Leone,16,117.5,0.94,0.87
109,St Helena,1,185.0,1.0,1.38
109,Uganda,17,94.41,0.12,0.7
109,Zimbabwe,5,79.4,0.0,0.59
110,Ace Capital Cricket Club,1,118.0,1.0,0.88
110,Colts Cricket Club,1,140.0,1.0,1.04
110,Moors Sports Club,1,118.0,1.0,0.88
110,Panadura Sports Club,2,116.5,0.5,0.87
110,Police Sports Club,1,66.0,1.0,0.49
110,Ragama Cricket Club,1,153.0,1.0,1.14
111,Dolphins,3,134.67,0.33,1.0
111,Knights,3,131.0,1.0,0.98
111,Lions,3,158.67,0.67,1.18
111,Titans,3,141.33,0.0,1.05
111,Warriors,2,162.5,0.5,1.21
111,Western Province,4,122.0,0.25,0.91
112,Birmingham Bears,16,167.62,0.44,1.25
112,Derbyshire,18,172.56,0.56,1.28
112,Durham,20,149.95,0.5,1.12
112,Glamorgan,2,129.5,0.5,0.96
112,Gloucestershire,2,131.5,0.0,0.98
112,Lancashire,15,156.07,0.4,1.16
112,Leicestershire,21,157.24,0.52,1.17
112,Nottinghamshire,11,162.73,0.27,1.21
112,Somerset,3,169.67,0.33,1.26
112,Worcestershire,21,165.57,0.52,1.23
112,Yorkshire,15,150.13,0.33,1.12
113,Austria,4,122.5,0.25,0.91
113,Denmark,6,103.83,0.17,0.77
113,Finland,7,116.43,0.71,0.87
113,Germany,6,122.0,0.33,0.91
113,Guernsey,5,116.8,0.4,0.87
113,Israel,1,143.0,1.0,1.06
113,Jersey,2,74.5,0.0,0.55
113,Portugal,6,130.0,0.33,0.97
113,Spain,3,80.67,0.0,0.6
113,Sweden,8,129.62,0.62,0.97
113,Switzerland,1,174.0,1.0,1.3
114,Birmingham Bears,14,162.5,0.43,1.21
114,Derbyshire,22,168.95,0.82,1.26
114,Durham,20,159.75,0.65,1.19
114,Lancashire,17,155.59,0.53,1.16
114,Leicestershire,23,161.17,0.48,1.2
114,Northamptonshire,12,151.83,0.67,1.13
114,Somerset,3,166.33,0.33,1.24
114,Worcestershire,21,150.57,0.43,1.12
114,Yorkshire,16,171.12,0.62,1.27
115,Chilaw Marians Cricket Club,1,110.0,1.0,0.82
115,Colts Cricket Club,1,142.0,1.0,1.06
115,Police Sports Club,2,107.0,0.0,0.8
115,Tamil Union Cricket and Athletic Club,1,142.0,1.0,1.06
116,Australia,1,125.0,0.0,0.93
116,Bahrain,9,137.67,0.78,1.03
116,Bangladesh,2,96.0,0.0,0.71
116,Canada,7,141.29,0.43,1.05
116,China,1,56.0,0.0,0.42
116,England,1,47.0,0.0,0.35
116,Hong Kong,8,128.5,0.88,0.96
116,Japan,1,116.0,0.0,0.86
116,Jersey,1,127.0,0.0,0.95
116,Kuwait,5,158.2,0.8,1.18
116,Malaysia,3,142.33,0.67,1.06
116,Namibia,9,112.89,0.33,0.84
116,Netherlands,7,133.86,0.43,1.0
116,Nigeria,1,72.0,1.0,0.54
116,Qatar,3,116.33,0.67,0.87
116,Scotland,6,138.83,0.0,1.03
116,Singapore,3,152.67,0.33,1.14
116,United Arab Emirates,12,115.0,0.33,0.86
117,Australia,45,122.0,0.27,0.91
117,Bangladesh,37,136.84,0.76,1.02
117,Canada,1,107.0,1.0,0.8
117,England,48,133.12,0.21,0.99
117,India,27,121.67,0.22,0.91
117,Ireland,18,138.78,0.67,1.03
117,Kenya,1,93.0,1.0,0.69
117,Malaysia,2,119.0,1.0,0.89
117,Namibia,1,189.0,1.0,1.41
117,Netherlands,3,114.0,1.0,0.85
117,New Zealand,57,145.19,0.46,1.08
117,Scotland,4,182.5,1.0,1.36
117,South Africa,43,142.33,0.53,1.06
117,Sri Lanka,38,130.79,0.58,0.97
117,West Indies,37,133.0,0.54,0.99
117,Zimbabwe,20,148.45,0.85,1.11
118,Badureliya Sports Club,1,149.0,1.0,1.11
118,Bloomfield Cricket and Athletic Club,1,125.0,0.0,0.93
118,Colombo Cricket Club,2,149.0,0.5,1.11
118,Colts Cricket Club,2,147.5,1.0,1.1
119,Belize,3,120.67,0.33,0.9
119,Bermuda,4,93.0,0.0,0.69
119,Brazil,1,122.0,0.0,0.91
119,Canada,4,46.5,0.0,0.35
119,Cayman Islands,3,84.0,0.0,0.63
119,Mexico,2,113.0,1.0,0.84
120,China,1,94.0,1.0,0.7
120,Fiji,4,76.25,1.0,0.57
120,Indonesia,3,115.67,1.0,0.86
120,Ireland,5,100.0,0.4,0.74
120,Jersey,1,145.0,1.0,1.08
120,Kenya,2,147.5,1.0,1.1
120,Malaysia,6,144.17,0.67,1.07
120,Namibia,4,154.75,0.5,1.15
120,Nepal,7,139.29,0.29,1.04
120,Netherlands,5,120.2,0.6,0.9
120,New Zealand,1,78.0,0.0,0.58
120,Oman,4,135.0,0.25,1.01
120,Samoa,7,106.86,0.86,0.8
120,Scotland,9,128.56,0.22,0.96
120,Singapore,3,178.67,0.67,1.33
120,Uganda,2,119.0,0.5,0.89
120,United Arab Emirates,5,122.4,0.4,0.91
120,United States of America,4,109.0,0.75,0.81
120,Vanuatu,13,115.31,0.92,0.86
120,Zimbabwe,6,99.17,0.0,0.74
121,Islamabad United,26,164.81,0.5,1.23
121,Karachi Kings,22,168.18,0.64,1.25
121,Lahore Qalandars,22,143.68,0.5,1.07
121,Multan Sultans,18,166.67,0.39,1.24
122,China,2,67.0,0.0,0.5
122,Germany,1,109.0,0.0,0.81
122,Indonesia,16,122.19,0.56,0.91
122,Mongolia,2,129.0,1.0,0.96
122,Singapore,3,109.0,0.33,0.81
122,South Korea,8,156.25,0.88,1.16
122,Vanuatu,4,82.75,0.5,0.62
123,Bloomfield Cricket and Athletic Club,1,145.0,0.0,1.08
123,Colombo Cricket Club,1,129.0,0.0,0.96
123,Colts Cricket Club,1,107.0,0.0,0.8
123,Nondescripts Cricket Club,1,62.0,0.0,0.46
123,Nugegoda Sports Welfare Club,2,109.0,1.0,0.81
124,Austria,1,125.0,0.0,0.93
124,Belgium,4,128.75,0.75,0.96
124,Cyprus,1,115.0,1.0,0.86
124,Denmark,2,95.5,0.0,0.71
124,France,1,112.0,0.0,0.83
124,Gibraltar,8,154.25,1.0,1.15
124,Isle of Man,1,174.0,1.0,1.3
124,Norway,6,135.67,0.67,1.01
124,Spain,3,92.67,0.0,0.69
125,Bahrain,13,124.46,0.69,0.93
125,Hong Kong,7,140.14,0.14,1.04
125,Indonesia,1,67.0,0.0,0.5
125,Kenya,2,99.0,0.5,0.74
125,Malaysia,6,101.67,0.33,0.76
125,Nepal,7,96.71,0.14,0.72
125,Saudi Arabia,11,152.27,0.55,1.13
125,Tanzania,2,103.0,0.0,0.77
125,United Arab Emirates,10,100.2,0.0,0.75
126,Islamabad United,22,165.41,0.55,1.23
126,Karachi Kings,20,152.05,0.65,1.13
126,Lahore Qalandars,20,156.65,0.45,1.17
126,Multan Sultans,15,144.73,0.4,1.08
127,Nondescripts Cricket Club,1,107.0,0.0,0.8
128,Bulgaria,7,124.14,0.86,0.92
128,Hungary,5,142.2,0.8,1.06
128,Isle of Man,2,80.5,0.0,0.6
128,Italy,1,84.0,0.0,0.63
128,Luxembourg,4,161.75,0.75,1.2
128,Malta,11,157.55,0.55,1.17
128,Serbia,3,146.67,1.0,1.09
128,Sweden,1,104.0,0.0,0.77
129,Botswana,12,107.67,0.92,0.8
129,Ghana,10,107.8,0.5,0.8
129,Kenya,26,107.0,0.38,0.8
129,Malawi,12,112.58,0.67,0.84
129,Mali,2,21.0,1.0,0.16
129,Mozambique,5,72.4,0.8,0.54
129,Namibia,3,65.0,0.0,0.48
129,Nigeria,14,97.71,0.43,0.73
129,Seychelles,2,134.0,1.0,1.0
129,Tanzania,18,105.22,0.06,0.78
129,Uganda,28,87.57,0.04,0.65
129,Zimbabwe,4,78.75,0.0,0.59
130,Fiji,8,119.25,0.38,0.89
130,Indonesia,1,52.0,0.0,0.39
130,Papua New Guinea,7,82.71,0.14,0.62
130,Vanuatu,14,95.21,0.5,0.71
131,Kenya,1,123.0,1.0,0.92
131,Kuwait,8,126.0,0.25,0.94
131,Malaysia,5,154.0,0.4,1.15
131,Maldives,4,129.75,1.0,0.97
131,Nepal,1,73.0,0.0,0.54
131,Qatar,11,128.36,0.27,0.96
131,Singapore,3,146.33,1.0,1.09
131,Thailand,5,137.0,1.0,1.02
131,United Arab Emirates,5,118.6,0.2,0.88
132,Australia,4,152.25,0.0,1.13
132,Austria,1,232.0,1.0,1.73
132,Bangladesh,6,87.0,0.17,0.65
132,England,2,99.5,0.0,0.74
132,France,3,112.67,1.0,0.84
132,Germany,3,146.33,1.0,1.09
132,Hong Kong,5,122.2,0.8,0.91
132,Ireland,26,129.46,0.31,0.96
132,Italy,4,181.5,0.75,1.35
132,Jersey,2,141.0,0.5,1.05
132,Kenya,4,118.25,0.75,0.88
132,Namibia,5,121.2,0.4,0.9
132,Nepal,3,142.67,0.67,1.06
132,Netherlands,30,133.2,0.57,0.99
132,Oman,6,144.33,1.0,1.07
132,Pakistan,4,118.75,0.0,0.88
132,Papua New Guinea,9,142.44,0.78,1.06
132,South Africa,2,83.5,0.0,0.62
132,Sri Lanka,3,89.33,0.0,0.67
132,Thailand,6,94.83,0.83,0.71
132,Zimbabwe,6,134.33,0.17,1.0
133,Belgium,1,102.0,0.0,0.76
133,Bulgaria,13,151.62,0.62,1.13
133,Croatia,3,80.67,0.33,0.6
133,Cyprus,3,92.33,0.33,0.69
133,Gibraltar,4,100.0,0.0,0.74
133,Slovenia,2,213.0,1.0,1.59
134,Kenya,3,84.67,0.0,0.63
134,Mozambique,1,98.0,0.0,0.73
134,Rwanda,2,60.0,0.0,0.45
135,Abu Dhabi Knight Riders,4,112.5,0.5,0.84
135,Desert Vipers,4,141.5,0.25,1.05
135,Gulf Giants,4,133.25,0.25,0.99
136,Desert Vipers,3,134.67,0.0,1.0
136,Dubai Capitals,2,168.5,1.0,1.25
136,MI Emirates,3,167.0,0.67,1.24
137,Botswana,8,96.88,0.62,0.72
137,Brazil,1,85.0,0.0,0.63
137,Cameroon,6,85.83,0.83,0.64
137,Eswatini,6,129.5,1.0,0.96
137,Gambia,2,83.5,1.0,0.62
137,Ivory Coast,1,189.0,1.0,1.41
137,Malawi,3,108.67,1.0,0.81
137,Namibia,4,78.25,0.0,0.58
137,Nigeria,16,81.06,0.06,0.6
137,St Helena,1,141.0,1.0,1.05
137,Uganda,3,57.0,0.0,0.42
138,Bhutan,3,107.33,0.67,0.8
138,Cambodia,8,98.38,0.88,0.73
138,Hong Kong,6,138.17,0.17,1.03
138,Indonesia,6,42.33,0.0,0.32
138,Japan,7,108.57,0.29,0.81
138,Jersey,1,140.0,0.0,1.04
138,Kenya,1,157.0,0.0,1.17
138,Kuwait,6,97.17,0.17,0.72
138,Malaysia,26,117.31,0.19,0.87
138,Myanmar,9,72.11,0.22,0.54
138,Namibia,1,104.0,0.0,0.77
138,Nepal,4,142.0,0.25,1.06
138,Netherlands,1,101.0,0.0,0.75
138,Oman,3,153.33,0.67,1.14
138,Qatar,5,133.2,0.2,0.99
138,Thailand,6,108.33,0.67,0.81
138,Zimbabwe,3,157.67,0.33,1.17
139,Ace Capital Cricket Club,1,132.0,0.0,0.98
139,Tamil Union Cricket and Athletic Club,1,98.0,1.0,0.73
140,Austria,4,80.0,0.0,0.6
140,Guernsey,1,55.0,0.0,0.41
140,Hungary,3,133.67,0.0,1.0
140,Luxembourg,1,124.0,0.0,0.92
140,Serbia,2,200.5,0.0,1.49
140,Sweden,1,101.0,0.0,0.75
141,Essex,16,171.81,0.75,1.28
141,Glamorgan,20,164.05,0.65,1.22
141,Gloucestershire,22,167.36,0.5,1.25
141,Hampshire,25,163.8,0.72,1.22
141,Kent,23,166.48,0.35,1.24
141,Middlesex,16,168.44,0.69,1.25
141,Northamptonshire,3,174.33,0.67,1.3
141,Nottinghamshire,3,172.67,0.67,1.29
141,Surrey,23,161.39,0.48,1.2
141,Sussex,10,162.5,0.6,1.21
141,Worcestershire,2,197.0,0.5,1.47
142,Australia,36,142.69,0.31,1.06
142,Bangladesh,18,133.06,0.94,0.99
142,England,48,148.33,0.35,1.1
142,Ghana,1,237.0,1.0,1.76
142,India,47,147.02,0.38,1.09
142,Ireland,13,157.92,0.85,1.18
142,Nepal,1,115.0,1.0,0.86
142,Netherlands,3,132.0,0.67,0.98
142,New Zealand,32,144.5,0.47,1.08
142,Pakistan,43,138.88,0.47,1.03
142,Sri Lanka,35,122.77,0.63,0.91
142,Thailand,1,195.0,1.0,1.45
142,West Indies,45,142.84,0.47,1.06
142,Zimbabwe,10,120.4,0.7,0.9
143,China,4,62.75,0.5,0.47
143,Indonesia,9,99.78,0.22,0.74
143,Japan,7,103.86,0.14,0.77
144,Belgium,1,145.0,0.0,1.08
144,Croatia,5,133.4,1.0,0.99
144,Finland,2,131.5,0.5,0.98
144,Germany,8,120.75,0.5,0.9
144,Greece,5,93.6,1.0,0.7
144,Isle of Man,6,96.0,0.83,0.71
144,Israel,2,99.5,1.0,0.74
144,Italy,4,124.75,0.25,0.93
144,Jersey,4,132.0,0.5,0.98
144,Portugal,3,103.33,1.0,0.77
144,Sweden,2,107.5,0.5,0.8
145,Australia,35,131.57,0.29,0.98
145,Bangladesh,33,141.52,0.64,1.05
145,England,22,128.14,0.27,0.95
145,India,48,132.0,0.25,0.98
145,Ireland,6,148.67,0.83,1.11
145,Japan,1,22.0,1.0,0.16
145,Netherlands,5,121.0,1.0,0.9
145,New Zealand,42,123.64,0.26,0.92
145,Pakistan,37,129.14,0.41,0.96
145,Scotland,3,148.67,1.0,1.11
145,South Africa,35,114.34,0.31,0.85
145,South Korea,1,172.0,1.0,1.28
145,Thailand,5,112.0,0.8,0.83
145,United States of America,1,123.0,1.0,0.92
145,West Indies,31,133.97,0.42,1.0
145,Zimbabwe,8,151.25,0.75,1.13
146,Botswana,2,70.5,0.0,0.52
146,Eswatini,1,125.0,0.0,0.93
146,Ivory Coast,1,27.0,1.0,0.2
146,Lesotho,1,126.0,1.0,0.94
146,Malawi,2,86.5,0.5,0.64
146,Namibia,1,90.0,0.0,0.67
147,Argentina,1,123.0,0.0,0.92
147,Bahamas,1,71.0,0.0,0.53
147,Belize,1,99.0,1.0,0.74
147,Mexico,1,48.0,0.0,0.36
148,Essex,19,167.16,0.42,1.24
148,Glamorgan,21,164.29,0.62,1.22
148,Gloucestershire,12,144.0,0.58,1.07
148,Hampshire,15,155.6,0.8,1.16
148,Kent,25,168.0,0.52,1.25
148,Lancashire,1,187.0,1.0,1.39
148,Middlesex,23,174.13,0.7,1.3
148,Nottinghamshire,1,127.0,0.0,0.95
148,Somerset,23,166.65,0.52,1.24
148,Sussex,19,169.79,0.63,1.26
149,Durham,1,144.0,1.0,1.07
149,Essex,18,162.28,0.44,1.21
149,Glamorgan,21,158.19,0.52,1.18
149,Gloucestershire,23,162.3,0.52,1.21
149,Hampshire,21,167.1,0.48,1.24
149,Kent,21,162.52,0.52,1.21
149,Lancashire,2,106.5,0.5,0.79
149,Middlesex,17,155.76,0.82,1.16
149,Somerset,10,170.0,0.4,1.27
149,Surrey,21,150.33,0.19,1.12
149,Worcestershire,2,170.5,0.0,1.27
149,Yorkshire,1,178.0,1.0,1.33
150,Botswana,1,89.0,0.0,0.66
150,Ghana,1,74.0,0.0,0.55
150,Malawi,2,98.0,0.0,0.73
